"Name","Formula","Mass (avg)","RSD (Mass, ppm)","Saturated","RT (avg)","RT (span)","Height (avg)","Found","Missed","Score (Tgt, max)","%RSD (Tgt)","Ions (min)","Ions (max)",[Mass] 01_pos_032823_066,[Mass] 02_pos_032823_071,[Mass] 03_pos_032823_084,[Mass] 04_pos_032823_085,[Mass] 05_pos_032823_074,[Mass] 06_pos_032823_082,[Mass] 07_pos_032823_080,[Mass] 08_pos_032823_088,[Mass] 09_pos_032823_093,[Mass] 10_pos_032823_090,[Mass] 11_pos_032823_064,[Mass] 12_pos_032823_075,[Mass] 13_pos_032823_072,[Mass] 14_pos_032823_092,[Mass] 15_pos_032823_091,[Mass] 16_pos_032823_077,[Mass] 17_pos_032823_063,[Mass] 18_pos_032823_065,[Mass] 19_pos_032823_089,[Mass] 20_pos_032823_081,[Mass] 21_pos_032823_067,[Mass] 22_pos_032823_068,[Mass] ISB_pos_032823_076,[Mass] PB_pos_032823_073,[RT] 01_pos_032823_066,[RT] 02_pos_032823_071,[RT] 03_pos_032823_084,[RT] 04_pos_032823_085,[RT] 05_pos_032823_074,[RT] 06_pos_032823_082,[RT] 07_pos_032823_080,[RT] 08_pos_032823_088,[RT] 09_pos_032823_093,[RT] 10_pos_032823_090,[RT] 11_pos_032823_064,[RT] 12_pos_032823_075,[RT] 13_pos_032823_072,[RT] 14_pos_032823_092,[RT] 15_pos_032823_091,[RT] 16_pos_032823_077,[RT] 17_pos_032823_063,[RT] 18_pos_032823_065,[RT] 19_pos_032823_089,[RT] 20_pos_032823_081,[RT] 21_pos_032823_067,[RT] 22_pos_032823_068,[RT] ISB_pos_032823_076,[RT] PB_pos_032823_073,[Height] 01_pos_032823_066,[Height] 02_pos_032823_071,[Height] 03_pos_032823_084,[Height] 04_pos_032823_085,[Height] 05_pos_032823_074,[Height] 06_pos_032823_082,[Height] 07_pos_032823_080,[Height] 08_pos_032823_088,[Height] 09_pos_032823_093,[Height] 10_pos_032823_090,[Height] 11_pos_032823_064,[Height] 12_pos_032823_075,[Height] 13_pos_032823_072,[Height] 14_pos_032823_092,[Height] 15_pos_032823_091,[Height] 16_pos_032823_077,[Height] 17_pos_032823_063,[Height] 18_pos_032823_065,[Height] 19_pos_032823_089,[Height] 20_pos_032823_081,[Height] 21_pos_032823_067,[Height] 22_pos_032823_068,[Height] ISB_pos_032823_076,[Height] PB_pos_032823_073,[Score (MFE)] 01_pos_032823_066,[Score (MFE)] 02_pos_032823_071,[Score (MFE)] 03_pos_032823_084,[Score (MFE)] 04_pos_032823_085,[Score (MFE)] 05_pos_032823_074,[Score (MFE)] 06_pos_032823_082,[Score (MFE)] 07_pos_032823_080,[Score (MFE)] 08_pos_032823_088,[Score (MFE)] 09_pos_032823_093,[Score (MFE)] 10_pos_032823_090,[Score (MFE)] 11_pos_032823_064,[Score (MFE)] 12_pos_032823_075,[Score (MFE)] 13_pos_032823_072,[Score (MFE)] 14_pos_032823_092,[Score (MFE)] 15_pos_032823_091,[Score (MFE)] 16_pos_032823_077,[Score (MFE)] 17_pos_032823_063,[Score (MFE)] 18_pos_032823_065,[Score (MFE)] 19_pos_032823_089,[Score (MFE)] 20_pos_032823_081,[Score (MFE)] 21_pos_032823_067,[Score (MFE)] 22_pos_032823_068,[Score (MFE)] ISB_pos_032823_076,[Score (MFE)] PB_pos_032823_073,[Score (Tgt)] 01_pos_032823_066,[Score (Tgt)] 02_pos_032823_071,[Score (Tgt)] 03_pos_032823_084,[Score (Tgt)] 04_pos_032823_085,[Score (Tgt)] 05_pos_032823_074,[Score (Tgt)] 06_pos_032823_082,[Score (Tgt)] 07_pos_032823_080,[Score (Tgt)] 08_pos_032823_088,[Score (Tgt)] 09_pos_032823_093,[Score (Tgt)] 10_pos_032823_090,[Score (Tgt)] 11_pos_032823_064,[Score (Tgt)] 12_pos_032823_075,[Score (Tgt)] 13_pos_032823_072,[Score (Tgt)] 14_pos_032823_092,[Score (Tgt)] 15_pos_032823_091,[Score (Tgt)] 16_pos_032823_077,[Score (Tgt)] 17_pos_032823_063,[Score (Tgt)] 18_pos_032823_065,[Score (Tgt)] 19_pos_032823_089,[Score (Tgt)] 20_pos_032823_081,[Score (Tgt)] 21_pos_032823_067,[Score (Tgt)] 22_pos_032823_068,[Score (Tgt)] ISB_pos_032823_076,[Score (Tgt)] PB_pos_032823_073,[Ions] 01_pos_032823_066,[Ions] 02_pos_032823_071,[Ions] 03_pos_032823_084,[Ions] 04_pos_032823_085,[Ions] 05_pos_032823_074,[Ions] 06_pos_032823_082,[Ions] 07_pos_032823_080,[Ions] 08_pos_032823_088,[Ions] 09_pos_032823_093,[Ions] 10_pos_032823_090,[Ions] 11_pos_032823_064,[Ions] 12_pos_032823_075,[Ions] 13_pos_032823_072,[Ions] 14_pos_032823_092,[Ions] 15_pos_032823_091,[Ions] 16_pos_032823_077,[Ions] 17_pos_032823_063,[Ions] 18_pos_032823_065,[Ions] 19_pos_032823_089,[Ions] 20_pos_032823_081,[Ions] 21_pos_032823_067,[Ions] 22_pos_032823_068,[Ions] ISB_pos_032823_076,[Ions] PB_pos_032823_073,
TG 18:1_18:2_18:3,C57 H98 O6,878.7352,0.83,0,12.73,0.151,46583,24,0,96.8,11.9,6,15,878.7342,878.7350,878.7353,878.7353,878.7350,878.7353,878.7350,878.7351,878.7347,878.7352,878.7347,878.7350,878.7355,878.7352,878.7347,878.7352,878.7352,878.7355,878.7352,878.7352,878.7355,878.7350,878.7353,878.7384,12.695,12.744,12.734,12.770,12.734,12.720,12.747,12.725,12.725,12.737,12.732,12.780,12.734,12.726,12.722,12.715,12.731,12.748,12.745,12.738,12.720,12.768,12.725,12.629,43584,87063,66126,48309,65880,46070,31994,38744,32058,39061,64338,42205,107892,42733,31245,61811,64966,59945,54557,20048,31137,31331,4001,2919,,,,,,,,,,,,,,,,,,,,,,,,,96.81,73.13,75.31,96.57,73.37,77.25,72.79,74.50,75.22,72.77,74.36,95.01,75.62,76.61,74.25,78.55,75.23,73.25,73.17,68.66,76.89,93.09,60.97,65.76,12,13,15,14,14,13,12,13,13,12,12,10,12,13,13,12,14,14,12,12,13,12,11,6,
TG 16:0_18:0_18:1,C55 H104 O6,860.7828,0.35,0,14.40,0.022,55324,24,0,94.7,5.6,7,15,860.7828,860.7829,860.7831,860.7831,860.7828,860.7830,860.7828,860.7827,860.7831,860.7830,860.7829,860.7828,860.7828,860.7826,860.7828,860.7827,860.7824,860.7830,860.7827,860.7828,860.7830,860.7819,860.7822,860.7823,14.401,14.401,14.399,14.405,14.402,14.407,14.392,14.403,14.402,14.394,14.405,14.405,14.391,14.401,14.405,14.402,14.398,14.400,14.400,14.395,14.400,14.403,14.397,14.385,34641,70667,88714,42675,71452,89215,70665,52686,57785,53319,65465,35062,72258,51127,46172,46225,53201,99958,61477,51667,55333,42177,6754,9098,,,,,,,,,,,,,,,,,,,,,,,,,89.73,92.07,92.36,89.73,88.59,90.20,93.54,89.08,83.73,93.38,90.77,87.54,94.68,87.78,88.41,87.48,89.68,92.70,92.69,91.40,90.86,85.01,72.63,77.96,12,14,15,11,14,13,13,11,13,12,13,10,12,10,12,11,11,12,14,10,13,12,8,7,
PE 16:0_22:6,C43 H74 N O8 P,763.5178,4.10,0,7.10,0.098,769069,24,0,71.4,12.9,1,13,763.5201,763.5149,763.5157,763.5196,763.5200,763.5150,763.5204,763.5205,763.5162,763.5153,763.5199,763.5199,763.5150,763.5158,763.5199,763.5199,763.5204,763.5200,763.5203,763.5196,763.5201,763.5152,763.5076,763.5160,7.101,7.107,7.099,7.099,7.104,7.112,7.111,7.105,7.109,7.102,7.113,7.105,7.103,7.101,7.100,7.101,7.109,7.101,7.104,7.101,7.100,7.100,7.029,7.015,1372170,824425,816666,1521576,698149,703027,939498,714785,798347,522421,1073849,771800,922880,740458,758357,643154,1310857,431120,926885,736540,707154,520720,2204,634,,,,,,,,,,,,,,,,,,,,,,,,,59.77,70.12,68.96,69.40,67.40,59.60,58.52,60.27,68.03,71.41,65.99,57.61,69.68,69.56,60.92,63.53,67.42,66.57,69.91,66.21,62.07,63.68,31.13,58.33,11,11,9,12,12,11,10,10,9,11,11,9,9,10,11,10,13,10,12,9,10,8,1,2,
PC 16:0_18:0,C42 H84 N O8 P,761.5932,0.49,0,8.92,0.097,23671,23,1,96.2,9.3,5,10,761.5931,761.5934,761.5935,761.5930,761.5934,761.5932,761.5933,761.5933,761.5929,761.5932,761.5932,761.5936,761.5938,761.5937,761.5936,761.5928,761.5930,761.5931,761.5934,761.5936,761.5932,761.5932,761.5920,,8.961,8.906,8.938,8.921,8.920,8.927,8.910,8.904,8.961,8.917,8.934,8.960,8.960,8.934,8.934,8.910,8.909,8.894,8.916,8.945,8.962,8.905,8.865,,31350,24253,26548,27986,22699,27304,26572,26271,20606,21295,29832,24563,33236,22513,22057,23820,29753,18753,22339,19778,24936,17061,911,,,,,,,,,,,,,,,,,,,,,,,,,,72.09,82.75,92.01,80.51,90.75,79.23,79.20,96.17,72.28,80.10,77.65,72.06,91.84,76.77,94.20,89.93,81.96,85.91,79.79,70.47,74.31,81.27,80.47,,8,8,8,8,7,8,9,9,7,6,7,8,10,8,8,7,8,8,8,9,8,6,5,,
PC 38:6,C46 H80 N O8 P,805.5617,0.58,0,6.44,0.249,43634,23,1,92.3,7.2,3,11,805.5617,805.5619,805.5619,805.5618,805.5620,805.5620,805.5619,805.5619,805.5618,805.5618,805.5620,805.5619,805.5620,805.5619,805.5619,805.5619,805.5618,805.5612,805.5619,805.5618,805.5612,805.5616,805.5598,,6.600,6.421,6.419,6.458,6.407,6.443,6.419,6.408,6.410,6.438,6.450,6.436,6.409,6.438,6.448,6.428,6.607,6.599,6.429,6.443,6.645,6.418,6.656,,43507,51575,62225,100683,38809,41324,62364,38942,46067,35406,69472,51862,59849,51764,44246,43007,8190,10530,60672,38285,15502,27754,1564,,,,,,,,,,,,,,,,,,,,,,,,,,92.28,76.82,76.57,84.97,74.37,80.85,76.67,74.40,74.89,79.66,83.13,80.02,74.79,80.13,81.57,77.09,91.13,88.59,77.96,80.93,75.25,74.52,68.68,,11,10,10,11,10,10,10,10,9,8,10,10,10,10,8,9,10,8,11,9,8,8,3,,
CE 18:1(d7),C45 H71 D7 O2,657.6438,0.32,0,14.10,0.064,29142,23,1,98.4,10.8,9,12,657.6434,657.6437,657.6436,657.6442,657.6440,657.6440,657.6438,657.6438,657.6435,657.6440,657.6438,657.6437,657.6439,657.6439,657.6442,657.6438,657.6438,657.6440,657.6439,657.6436,657.6439,657.6438,657.6434,,14.112,14.134,14.105,14.071,14.102,14.100,14.109,14.097,14.113,14.071,14.077,14.082,14.091,14.095,14.088,14.095,14.070,14.111,14.072,14.111,14.083,14.101,14.086,,32688,29646,32632,32479,28637,30287,28143,28992,30815,30341,26451,26797,32499,30141,35206,35605,9697,28512,28754,36941,24457,26526,24027,,,,,,,,,,,,,,,,,,,,,,,,,,98.42,96.38,72.14,80.58,73.95,97.85,73.16,75.25,73.07,80.50,79.18,77.06,76.55,74.52,95.82,75.63,79.50,73.02,77.67,73.20,76.54,74.63,76.17,,10,11,12,11,11,10,11,12,11,12,11,10,12,11,11,12,9,12,10,12,11,10,11,,
TG 50:1,C53 H100 O6,832.7517,0.52,0,14.17,0.038,120095,24,0,87.4,4.9,8,17,832.7517,832.7517,832.7518,832.7518,832.7516,832.7518,832.7518,832.7517,832.7517,832.7518,832.7517,832.7518,832.7518,832.7519,832.7520,832.7516,832.7518,832.7518,832.7519,832.7518,832.7518,832.7518,832.7498,832.7522,14.168,14.150,14.144,14.171,14.152,14.167,14.164,14.175,14.174,14.166,14.172,14.176,14.174,14.156,14.161,14.162,14.170,14.144,14.145,14.156,14.178,14.179,14.142,14.167,91477,158133,190150,101954,131610,227412,147353,124703,97279,134284,150821,83059,172648,112572,83881,79125,120550,191119,161125,110801,106557,88784,7828,9079,,,,,,,,,,,,,,,,,,,,,,,,,81.35,85.63,87.11,80.22,85.53,81.85,82.61,79.88,80.06,82.06,81.18,76.85,80.17,84.42,82.72,82.59,80.86,87.36,87.18,83.93,79.04,79.00,78.37,68.90,15,14,15,14,14,14,14,13,17,13,14,11,14,15,13,14,13,14,15,15,14,14,10,8,
LPC 0:0/18:0,C26 H54 N O7 P,523.3641,2.47,0,3.17,0.166,18680,24,0,98.6,17.1,1,8,523.3636,523.3637,523.3634,523.3638,523.3637,523.3635,523.3635,523.3639,523.3636,523.3637,523.3639,523.3639,523.3638,523.3637,523.3641,523.3637,523.3637,523.3640,523.3640,523.3638,523.3645,523.3638,523.3660,523.3697,3.160,3.166,3.171,3.173,3.165,3.173,3.172,3.149,3.165,3.180,3.160,3.173,3.164,3.173,3.177,3.163,3.162,3.180,3.166,3.191,3.168,3.173,3.315,3.155,36683,23905,14776,22535,20468,18707,19073,15011,19931,9346,26669,27359,23786,22459,19750,16372,32507,9916,20593,16885,14873,14598,1190,930,,,,,,,,,,,,,,,,,,,,,,,,,96.68,97.30,98.39,98.00,96.67,96.43,98.26,88.34,94.59,97.55,96.63,98.64,97.47,97.77,98.04,96.42,97.33,95.06,88.42,97.66,97.53,96.10,37.08,46.27,7,8,7,8,5,5,7,6,6,5,8,7,7,8,8,6,8,6,8,6,8,8,1,3,
TG 18:1_18:2_20:1,C59 H106 O6,910.7984,0.88,0,14.15,0.047,44895,24,0,78.2,10.6,5,15,910.7985,910.7974,910.7977,910.7983,910.7975,910.7982,910.7990,910.7985,910.7979,910.7986,910.7981,910.7986,910.7980,910.7985,910.7980,910.7981,910.7982,910.7987,910.7973,910.7974,910.7989,910.7989,910.8010,910.7998,14.140,14.139,14.155,14.155,14.152,14.145,14.153,14.147,14.130,14.138,14.138,14.154,14.146,14.162,14.166,14.151,14.142,14.144,14.150,14.156,14.144,14.157,14.120,14.139,42973,64638,61252,48751,39440,55049,50444,38814,41945,36404,57745,40288,72086,44502,36310,37042,53916,73265,72386,35741,41961,28892,1473,2180,,,,,,,,,,,,,,,,,,,,,,,,,77.56,75.26,63.38,72.24,73.85,73.03,67.17,74.09,60.07,71.07,78.17,70.21,75.69,67.43,69.41,68.25,70.78,74.46,71.98,61.52,75.52,71.28,54.79,47.69,12,14,13,14,14,14,13,12,12,12,14,13,13,15,11,12,13,14,13,11,14,10,5,5,
SM d33:1,C38 H77 N2 O6 P,688.5519,0.62,0,6.63,0.178,11346,23,1,96.9,16.1,2,7,688.5518,688.5521,688.5517,688.5514,688.5520,688.5516,688.5519,688.5518,688.5518,688.5521,688.5519,688.5518,688.5520,688.5519,688.5523,688.5518,688.5517,688.5521,688.5517,688.5515,688.5515,688.5519,688.5536,,6.633,6.628,6.620,6.631,6.624,6.649,6.614,6.631,6.628,6.639,6.617,6.625,6.631,6.655,6.643,6.639,6.663,6.627,6.630,6.666,6.656,6.623,6.489,,21785,10288,11070,19802,9463,9087,13554,11917,14122,7454,13161,11994,10177,10254,8089,8956,16471,7393,12023,14672,11543,7248,437,,,,,,,,,,,,,,,,,,,,,,,,,,88.42,87.58,89.93,96.92,84.62,82.43,85.31,84.26,90.46,84.85,91.41,87.51,87.59,80.94,78.31,85.23,81.63,84.27,86.64,93.07,82.78,90.44,25.10,,6,6,6,7,6,5,6,5,7,5,7,6,5,6,5,5,6,5,5,6,7,5,2,,
LPC 20:3/0:0,C28 H52 N O7 P,545.3480,0.74,0,1.99,0.034,15377,23,1,98.2,9.0,1,8,545.3480,545.3482,545.3483,545.3480,545.3483,545.3484,545.3482,545.3477,545.3481,545.3482,545.3479,545.3481,545.3480,545.3478,545.3480,545.3482,545.3480,545.3481,545.3482,545.3480,545.3478,545.3480,,545.3463,1.984,1.986,1.994,1.986,1.989,1.995,1.979,1.994,1.986,1.974,1.983,1.983,1.983,1.978,1.995,1.982,1.986,1.985,1.989,1.992,1.983,1.992,,2.008,35007,13754,12763,26093,9695,8245,10645,8064,10858,4724,26919,31726,22660,20728,20872,12348,22389,6873,14821,15557,8867,9565,,499,,,,,,,,,,,,,,,,,,,,,,,,,96.29,94.33,95.36,97.36,92.56,76.87,92.22,93.71,88.26,91.97,97.27,97.36,95.92,94.82,86.38,93.23,98.01,93.84,94.53,98.19,90.81,96.61,,60.65,8,5,6,6,5,5,6,5,4,5,6,8,7,5,6,5,7,5,6,7,6,6,,1,
TG 14:0_16:0_18:2,C51 H94 O6,802.7049,0.58,0,13.17,0.085,29784,23,1,95.4,10.5,8,13,802.7052,802.7044,802.7048,802.7057,802.7041,802.7049,802.7049,802.7044,802.7043,802.7050,802.7046,802.7048,802.7056,802.7055,802.7041,802.7043,802.7048,802.7049,802.7047,802.7050,802.7051,802.7048,802.7056,,13.156,13.161,13.162,13.193,13.173,13.148,13.175,13.186,13.180,13.170,13.155,13.197,13.173,13.221,13.233,13.171,13.170,13.154,13.156,13.155,13.149,13.181,13.167,,22209,31885,35230,24655,24843,52732,38685,34558,25338,31924,30417,22425,30661,29828,20882,16298,42554,40373,40180,28527,27794,29033,4007,,,,,,,,,,,,,,,,,,,,,,,,,,86.63,77.93,78.31,68.81,74.14,80.11,75.82,73.51,73.59,70.45,78.52,95.37,74.98,61.28,93.57,69.06,75.93,77.04,78.57,75.93,80.58,92.36,71.17,,10,12,12,10,11,13,12,12,11,11,10,11,11,10,11,10,13,11,12,12,12,11,8,,
SM d40:2,C45 H89 N2 O6 P,784.6458,1.70,0,9.01,0.052,20011,23,1,98.6,12.5,3,10,784.6454,784.6458,784.6459,784.6455,784.6455,784.6453,784.6456,784.6451,784.6453,784.6454,784.6455,784.6456,784.6456,784.6453,784.6455,784.6457,784.6454,784.6454,784.6457,784.6463,784.6457,784.6457,,784.6518,8.995,9.018,9.027,8.993,9.009,9.022,8.993,8.999,9.011,9.001,8.995,8.988,8.999,9.012,9.017,9.015,9.014,9.016,9.016,9.028,8.996,9.005,,8.976,19851,23531,22582,17060,16555,21697,28227,22059,23539,16978,21006,14131,22301,19667,19981,18123,37539,17559,17037,17720,24618,17852,,641,,,,,,,,,,,,,,,,,,,,,,,,,77.86,72.14,73.08,78.82,76.00,72.68,78.38,75.81,74.87,75.50,98.63,77.78,77.71,71.47,72.70,73.94,72.02,74.77,74.49,95.90,76.37,70.41,,45.56,9,9,7,9,9,9,10,10,9,6,8,8,8,8,9,7,10,9,8,8,10,9,,3,
TG 54:2,C57 H106 O6,886.7985,0.25,0,14.39,0.023,104980,24,0,93.4,2.7,10,15,886.7985,886.7984,886.7984,886.7985,886.7985,886.7986,886.7986,886.7987,886.7987,886.7987,886.7985,886.7983,886.7987,886.7984,886.7984,886.7986,886.7987,886.7987,886.7987,886.7982,886.7985,886.7985,886.7979,886.7979,14.390,14.384,14.383,14.388,14.386,14.390,14.387,14.386,14.380,14.389,14.383,14.388,14.385,14.385,14.388,14.385,14.387,14.389,14.383,14.384,14.383,14.397,14.374,14.374,75989,201262,139695,84874,103657,134778,177977,148208,82255,85974,117031,62372,141229,84594,75747,76704,175878,169876,127080,72858,82996,71152,12603,14732,,,,,,,,,,,,,,,,,,,,,,,,,90.03,93.43,92.92,89.13,92.77,90.54,92.23,92.13,91.78,89.99,92.26,91.95,93.19,91.02,90.06,90.13,92.56,91.53,92.70,90.37,91.85,87.40,82.34,86.72,13,14,14,13,14,13,15,12,15,12,15,13,14,14,11,13,14,14,13,14,12,13,10,11,
PC 35:3,C43 H80 N O8 P,769.5621,1.30,0,6.89,0.223,10975,24,0,87.3,11.8,2,10,769.5617,769.5620,769.5622,769.5616,769.5621,769.5623,769.5619,769.5620,769.5618,769.5619,769.5619,769.5616,769.5620,769.5623,769.5624,769.5621,769.5618,769.5609,769.5621,769.5629,769.5613,769.5613,769.5630,769.5663,6.889,6.906,6.915,6.921,6.886,6.905,6.888,6.898,6.913,6.901,6.885,6.943,6.881,6.906,6.860,6.912,6.875,6.878,6.887,6.850,6.884,6.923,6.801,6.720,10767,10566,11171,8572,13438,13647,19665,12721,12018,9920,12298,6564,15741,12066,13736,10014,19217,9788,17854,5813,9184,7177,731,739,,,,,,,,,,,,,,,,,,,,,,,,,85.97,77.35,78.89,75.74,80.49,79.02,85.15,81.31,78.89,78.57,83.79,74.69,87.20,75.98,84.50,76.72,76.88,87.23,87.25,72.98,86.91,75.81,64.27,43.66,10,8,9,8,9,7,7,8,10,8,10,9,7,8,8,7,8,8,10,9,9,8,5,2,
TG 18:1_20:4_22:6,C63 H100 O6,952.7520,2.44,0,12.56,0.141,40927,24,0,97.6,18.7,1,17,952.7517,952.7518,952.7515,952.7514,952.7517,952.7513,952.7512,952.7514,952.7517,952.7515,952.7508,952.7514,952.7515,952.7513,952.7519,952.7516,952.7520,952.7516,952.7517,952.7519,952.7519,952.7521,952.7499,952.7627,12.567,12.572,12.567,12.542,12.556,12.553,12.558,12.564,12.581,12.581,12.532,12.574,12.545,12.543,12.549,12.553,12.558,12.542,12.556,12.621,12.581,12.584,12.570,12.480,53971,49612,43560,55773,45728,30200,55596,45541,49748,29537,47826,67015,50865,44770,39842,46048,49265,30119,42290,37716,33897,31405,994,953,,,,,,,,,,,,,,,,,,,,,,,,,74.85,70.48,71.31,82.86,74.49,77.74,97.62,93.61,75.67,74.68,81.10,96.86,81.43,80.26,79.28,77.11,76.88,81.30,78.24,90.86,72.26,68.92,41.10,34.37,17,13,10,14,12,17,13,14,16,15,16,15,16,13,13,14,15,16,13,13,15,14,3,1,
LPC 20:0/0:0,C28 H58 N O7 P,551.3951,0.81,0,4.18,0.025,13542,22,2,99.1,5.6,5,9,551.3951,551.3951,551.3955,551.3950,551.3948,551.3953,551.3950,551.3951,551.3952,551.3952,551.3953,551.3950,551.3957,551.3952,551.3953,551.3947,551.3949,551.3951,551.3954,551.3950,551.3935,551.3959,,,4.181,4.174,4.170,4.171,4.186,4.172,4.171,4.187,4.184,4.179,4.181,4.179,4.195,4.195,4.188,4.183,4.176,4.190,4.181,4.189,4.188,4.188,,,18033,16325,13542,15016,13399,12213,15015,12104,10729,6519,17172,12068,17145,13830,13718,11864,25584,10015,14976,7375,12317,8985,,,,,,,,,,,,,,,,,,,,,,,,,,,98.75,96.40,97.97,95.06,95.51,95.60,99.08,90.47,98.51,95.39,98.87,97.26,91.44,93.62,97.36,97.66,98.15,94.55,93.68,94.47,75.25,86.75,,,8,7,7,6,5,6,7,5,7,7,6,8,5,5,8,7,7,6,9,5,7,7,,,
SM d36:1,C41 H83 N2 O6 P,730.5978,1.46,0,8.06,0.074,15586,23,1,89.8,14.9,3,12,730.5980,730.5983,730.5988,730.5984,730.5981,730.5971,730.5978,730.5974,730.5988,730.5983,730.5977,730.5984,730.5983,730.5976,730.5982,730.5985,730.5975,730.5983,730.5971,730.5986,730.5974,730.5982,730.5935,,8.054,8.110,8.052,8.046,8.057,8.064,8.052,8.041,8.053,8.099,8.060,8.058,8.059,8.076,8.065,8.042,8.073,8.064,8.074,8.076,8.078,8.055,8.115,,22347,807,17207,15932,19472,15829,24083,14339,18509,15817,19317,3701,22301,20374,17650,2386,26479,16633,20863,17591,22740,3593,525,,,,,,,,,,,,,,,,,,,,,,,,,,87.95,69.79,88.59,89.80,82.12,86.47,88.76,77.90,88.18,76.04,87.01,85.12,84.00,81.10,85.92,87.42,82.29,81.23,84.33,81.74,82.89,82.32,30.16,,10,9,10,10,9,12,11,9,9,10,12,9,10,11,10,9,11,8,10,9,10,9,3,,
PC 38:7,C46 H78 N O8 P,803.5443,2.43,0,6.02,0.198,16144,23,1,91.6,10.8,3,10,803.5442,803.5433,803.5440,803.5444,803.5436,803.5447,803.5447,803.5443,803.5436,803.5439,803.5446,803.5437,803.5436,803.5437,803.5433,803.5432,803.5445,803.5431,803.5443,803.5437,803.5440,803.5438,803.5530,,6.020,6.025,6.029,6.006,6.027,6.036,6.029,6.045,6.025,6.004,6.038,6.000,6.020,5.997,6.040,6.010,6.028,6.008,6.039,5.997,5.984,6.029,5.847,,20679,18962,15646,28146,10723,14691,23413,17386,15086,13960,17156,10688,18166,16237,14129,9890,31753,9596,16315,15634,15862,14220,2988,,,,,,,,,,,,,,,,,,,,,,,,,,86.27,78.42,81.61,81.63,82.00,84.56,84.46,83.92,83.88,89.42,83.62,89.48,83.52,88.48,82.60,81.09,84.23,82.56,82.94,87.28,91.61,82.72,44.30,,8,6,8,7,6,8,8,9,10,7,9,9,9,8,7,7,8,8,10,7,8,8,3,,
PE 18:0_20:4,C43 H78 N O8 P,767.5462,1.41,0,8.19,0.123,1066092,24,0,91.8,12.3,1,11,767.5463,767.5458,767.5460,767.5458,767.5461,767.5465,767.5457,767.5461,767.5465,767.5466,767.5467,767.5456,767.5456,767.5464,767.5458,767.5465,767.5463,767.5459,767.5454,767.5464,767.5462,767.5449,767.5509,767.5455,8.199,8.194,8.197,8.191,8.191,8.192,8.192,8.191,8.192,8.194,8.188,8.197,8.187,8.193,8.193,8.197,8.190,8.192,8.186,8.193,8.189,8.188,8.181,8.076,2188725,1172599,926333,1765205,940365,1033648,1446973,1095115,1481763,615757,1317783,954947,1120882,840341,914516,725950,2139551,670898,1681194,972874,919649,657862,1323,1969,,,,,,,,,,,,,,,,,,,,,,,,,86.25,87.71,85.94,83.70,86.89,87.74,83.97,91.76,87.01,89.67,88.65,86.56,91.70,90.28,90.60,85.86,89.27,90.40,82.83,87.04,90.65,90.67,48.48,55.92,11,9,10,9,8,7,9,10,10,9,8,10,9,10,10,9,9,9,8,10,9,9,1,2,
PC 36:5,C44 H78 N O8 P,779.5465,2.83,0,6.29,0.117,17952,24,0,96.4,19.2,1,7,779.5459,779.5458,779.5463,779.5461,779.5460,779.5463,779.5461,779.5462,779.5460,779.5458,779.5461,779.5464,779.5463,779.5461,779.5462,779.5463,779.5464,779.5467,779.5460,779.5460,779.5463,779.5459,779.5436,779.5565,6.293,6.293,6.263,6.296,6.267,6.287,6.302,6.290,6.293,6.243,6.305,6.257,6.304,6.310,6.269,6.288,6.306,6.292,6.262,6.304,6.262,6.273,6.193,6.284,25549,15870,13298,30452,11484,19428,23999,21276,16444,14732,19466,23630,18850,20085,12392,13280,29355,16646,23606,22548,17719,15601,3727,1427,,,,,,,,,,,,,,,,,,,,,,,,,79.45,79.44,84.74,79.84,84.36,79.11,75.10,79.36,80.15,88.20,77.73,95.57,76.30,96.44,85.44,63.89,76.63,78.08,85.94,92.62,82.62,84.20,62.32,18.55,7,5,6,6,6,6,5,6,6,6,5,5,4,5,5,4,6,4,5,5,4,5,2,1,
PC 35:4,C43 H78 N O8 P,767.5462,0.95,0,6.65,0.204,13560,24,0,90.7,16.2,2,12,767.5459,767.5461,767.5465,767.5458,767.5459,767.5456,767.5464,767.5458,767.5460,767.5457,767.5459,767.5464,767.5456,767.5459,767.5458,767.5453,767.5460,767.5475,767.5453,767.5465,767.5465,767.5468,767.5478,767.5481,6.644,6.639,6.648,6.647,6.647,6.644,6.653,6.636,6.634,6.661,6.662,6.659,6.626,6.650,6.649,6.645,6.652,6.660,6.647,6.655,6.639,6.678,6.706,6.502,25304,14404,10775,19731,9797,10614,18771,11947,19513,10433,15770,15269,17407,13257,13404,12105,22381,9333,20068,12656,12494,8413,766,829,,,,,,,,,,,,,,,,,,,,,,,,,83.70,90.69,76.15,89.88,76.26,73.10,87.32,82.19,87.30,82.66,80.97,86.54,87.00,79.36,74.84,82.10,71.10,73.01,79.86,70.45,84.59,75.69,33.89,51.23,8,10,8,11,10,10,10,9,9,6,12,8,8,8,9,8,9,9,9,8,8,9,2,2,
