RT,mz,Theo mz,Abundance,Lipid Class,Compound Name
10.927,1055.7334,NA,3678,NA,NA
12.746,1433.9506,NA,3678,NA,NA
3.638,323.2594,NA,3676,NA,NA
14.174,1465.9509,NA,3673,NA,NA
5.624,622.394,NA,3672,NA,NA
3.677,328.2482,NA,3672,NA,NA
3.775,583.2557,NA,3671,NA,NA
10.168,1163.7764,NA,3670,NA,NA
10.105,732.5556,NA,3669,NA,NA
8.064,1277.0499,NA,3667,NA,NA
1.366,163.0337,NA,3659,NA,NA
11.951,699.6249,NA,3658,NA,NA
4.394,575.4434,NA,3657,NA,NA
15.953,844.9477,NA,3657,NA,NA
3.534,489.2771,NA,3654,NA,NA
13.855,1471.4664,NA,3653,NA,NA
5.681,1015.4475,NA,3647,NA,NA
14.46,1439.9944,NA,3643,NA,NA
9.215,848.6187,NA,3641,NA,NA
0.488,169.0079,NA,3638,NA,NA
1.865,533.2874,533.2885,3634,Lysophosphatidylglycerol,LPG 20:3
0.483,466.1232,NA,3631,NA,NA
4.509,697.3719,NA,3629,NA,NA
9.385,479.3561,NA,3628,NA,NA
13.553,1176.8626,NA,3627,NA,NA
6.435,866.5156,NA,3626,NA,NA
10.98,1221.8184,NA,3626,NA,NA
9.938,1381.8573,NA,3626,NA,NA
7.078,718.4826,NA,3625,NA,NA
14.374,1441.9525,NA,3621,NA,NA
9.345,852.575,NA,3615,NA,NA
5.921,923.5019,NA,3613,NA,NA
0.862,494.2938,NA,3613,NA,NA
11.19,1347.1449,NA,3609,NA,NA
13.286,698.47260000000006,NA,3606,NA,NA
3.213,423.2753,NA,3603,NA,NA
11.587,660.5893,NA,3601,NA,NA
2.078,468.3325,NA,3598,NA,NA
4.451,423.2938,NA,3588,NA,NA
11.747,749.6291,NA,3588,NA,NA
4.471,366.2264,NA,3585,NA,NA
3.83,587.3083,NA,3580,NA,NA
5.523,588.4308,NA,3580,NA,NA
12.736,311.1687,NA,3574,NA,NA
9.656,941.6124,NA,3569,NA,NA
9.356,658.5445,NA,3568,NA,NA
1.018,421.155,NA,3567,NA,NA
10.255,824.4185,NA,3564,NA,NA
10.064,692.5615,NA,3564,NA,NA
4.462,419.3532,NA,3562,NA,NA
2.778,614.2703,NA,3556,NA,NA
11.2,764.6244,NA,3552,NA,NA
12.2,884.72,884.7196,3552,Hexosylceramide non-hydroxyfatty acid-sphingosine,HexCer_NS d44:1
0.945,499.2158,NA,3550,NA,NA
4.623,731.2363,NA,3548,NA,NA
9.456,1455.8348,NA,3547,NA,NA
1.306,384.2212,NA,3544,NA,NA
10.825,1189.771,NA,3536,NA,NA
7.252,1483.001,NA,3536,NA,NA
7.598,1476.0076,NA,3535,NA,NA
8.539,846.5485,NA,3530,NA,NA
10.281,1152.7637,NA,3522,NA,NA
7.604,844.5482,NA,3522,NA,NA
6.642,878.4943,NA,3519,NA,NA
2.65,557.3212,NA,3517,NA,NA
0.716,591.3184,NA,3516,NA,NA
6.646,1004.5182,NA,3513,NA,NA
9.89,906.5446,NA,3513,NA,NA
1.825,694.2904,NA,3506,NA,NA
11.491,1002.754,NA,3506,NA,NA
10.575,700.6077,700.6097,3504,Ceramide alpha-hydroxy fatty acid-phytospingosine,Cer_AP t40:0
15.519,677.5437,NA,3502,NA,NA
2.15,594.3105,NA,3498,NA,NA
1.88,612.2529,NA,3497,NA,NA
6.552,620.4827,NA,3496,NA,NA
4.805,971.505,NA,3495,NA,NA
1.763,557.289,NA,3489,NA,NA
11.163,724.6463,NA,3484,NA,NA
10.394,938.6549,NA,3484,NA,NA
3.257,622.3334,NA,3474,NA,NA
2.135,471.3484,NA,3474,NA,NA
2.357,469.3327,NA,3474,NA,NA
10.917,644.557,NA,3471,NA,NA
5.263,567.53510000000006,NA,3471,NA,NA
2.147,651.3304,NA,3470,NA,NA
7.554,686.4649,NA,3467,NA,NA
7.648,1298.0044,NA,3462,NA,NA
6.339,923.4904,NA,3461,NA,NA
2.583,1165.6224,NA,3461,NA,NA
11,924.676,NA,3452,NA,NA
10.593,727.6274,NA,3446,NA,NA
8.621,854.5655,NA,3446,NA,NA
4.518,745.6097,NA,3445,NA,NA
10.403,1426.1934,NA,3445,NA,NA
13.799,1421.9502,NA,3444,NA,NA
2.135,665.2912,NA,3444,NA,NA
12.436,677.5443,NA,3438,NA,NA
10.683,693.618,NA,3434,NA,NA
7.555,898.482,NA,3428,NA,NA
3.25,603.442,603.4419,3428,Fatty acid ester of hydroxyl fatty acid,FAHFA 20:5_20:4
3.638,626.3468,NA,3428,NA,NA
3.254,437.1924,NA,3423,NA,NA
8.559,912.5184,NA,3422,NA,NA
6.612,792.54,NA,3415,NA,NA
0.5,325.0326,NA,3410,NA,NA
6.246,686.4654,NA,3408,NA,NA
9.435,1438.877,NA,3408,NA,NA
10.484,750.5852,NA,3406,NA,NA
9.343,748.367,NA,3406,NA,NA
5.847,638.4398,NA,3405,NA,NA
13.749,699.4779,NA,3403,NA,NA
3.52,557.2939,NA,3403,NA,NA
1.36,337.0588,NA,3397,NA,NA
2.708,569.315,NA,3395,NA,NA
9.214,694.5238,NA,3393,NA,NA
4.456,1318.7155,NA,3392,NA,NA
11.198,1018.7395,NA,3392,NA,NA
10.322,934.6398,NA,3387,NA,NA
10.959,1111.6068,NA,3384,NA,NA
12.229,786.4748,NA,3383,NA,NA
10.902,1081.7471,NA,3379,NA,NA
11.42,1131.6417,NA,3376,NA,NA
5.368,663.1251,NA,3376,NA,NA
2.71,610.3415,NA,3366,NA,NA
3.162,1289.617,NA,3363,NA,NA
5.179,242.9435,NA,3358,NA,NA
1.176,562.9562,NA,3356,NA,NA
4.589,572.3029,NA,3355,NA,NA
5.395,852.4811,NA,3354,NA,NA
6.363,870.4519,NA,3353,NA,NA
5.652,633.4361,NA,3350,NA,NA
8.662,805.5221,NA,3349,NA,NA
10.564,1048.7386,NA,3349,NA,NA
10.909,862.6646,NA,3347,NA,NA
3.165,797.2667,NA,3333,NA,NA
11.311,1076.7678,NA,3330,NA,NA
6.344,871.5481,NA,3323,NA,NA
5.24,883.4745,NA,3323,NA,NA
2.909,957.5932,NA,3321,NA,NA
14.419,754.027,NA,3314,NA,NA
14.228,954.8547,NA,3312,NA,NA
7.192,927.522,NA,3311,NA,NA
9.395,493.3723,NA,3301,NA,NA
4.493,534.1943,NA,3298,NA,NA
10.427,910.6504,NA,3294,NA,NA
1.707,645.304,NA,3293,NA,NA
6.534,239.0598,NA,3291,NA,NA
0.669,478.2629,NA,3286,NA,NA
11.51,1083.762,1083.7635,3283,Hemibismonoacylglycerophosphate,HBMP 58:8
4.02,400.2526,NA,3282,NA,NA
0.837,383.1004,NA,3279,NA,NA
8.914,834.6019,NA,3278,NA,NA
4.408,881.4964,NA,3278,NA,NA
5.082,907.4747,NA,3276,NA,NA
9.859,1211.7478,NA,3271,NA,NA
7.672,700.5285,700.5287,3268,Ether-linked phosphatidylethanolamine,EtherPE 16:0e_18:2
6.115,611.408,NA,3267,NA,NA
2.465,509.2891,509.2885,3266,Lysophosphatidylglycerol,LPG 18:1
1.294,256.192,NA,3265,NA,NA
6.668,949.505,NA,3264,NA,NA
11.901,984.6886,NA,3261,NA,NA
4.094,532.3013,NA,3258,NA,NA
6.074,887.5315,NA,3258,NA,NA
11.355,850.633,NA,3255,NA,NA
10.714,995.6663,NA,3255,NA,NA
13.129,1174.8455,NA,3252,NA,NA
3.755,1221.6829,NA,3250,NA,NA
6.256,337.311,NA,3250,NA,NA
13.74,699.98,NA,3248,NA,NA
1.707,460.3278,NA,3246,NA,NA
7.219,884.5076,NA,3244,NA,NA
11.487,733.6452,NA,3236,NA,NA
1.103,1186.1497,NA,3235,NA,NA
3.611,275.086,NA,3231,NA,NA
4.894,561.3794,NA,3230,NA,NA
2.003,303.2332,NA,3229,NA,NA
3.833,672.3364,NA,3228,NA,NA
1.667,1179.6633,NA,3227,NA,NA
5.516,859.4739,NA,3221,NA,NA
12.097,1085.7802,NA,3220,NA,NA
13.815,1373.9466,NA,3215,NA,NA
7.236,784.5513,NA,3209,NA,NA
2.679,582.2366,NA,3208,NA,NA
8.9,674.3494,NA,3207,NA,NA
3.847,678.2554,NA,3207,NA,NA
9.174,661.5058,NA,3205,NA,NA
3.65,667.1694,NA,3199,NA,NA
4.412,666.2515,NA,3198,NA,NA
8.403,896.5639,NA,3196,NA,NA
5.263,419.2389,NA,3194,NA,NA
2.816,978.6284,NA,3193,NA,NA
12.358,740.6775,740.6774,3192,Ceramide alpha-hydroxy fatty acid-dihydrosphingosine,Cer_ADS d44:0
4.617,1021.5849,NA,3190,NA,NA
8.204,666.5094,NA,3185,NA,NA
3.546,485.3273,NA,3185,NA,NA
3.747,389.1924,NA,3184,NA,NA
6.022,645.5097,NA,3178,NA,NA
12.726,739.6564,NA,3174,NA,NA
4.445,820.5132,NA,3167,NA,NA
4.53,327.2906,NA,3166,NA,NA
4.901,465.3054,NA,3164,NA,NA
6.417,914.5916,NA,3161,NA,NA
8.579,1426.8415,NA,3154,NA,NA
10.798,630.5607,NA,3149,NA,NA
9.128,712.5269,NA,3148,NA,NA
2.761,702.321,NA,3147,NA,NA
4.481,800.3564,NA,3145,NA,NA
9.805,1101.715,1101.7165,3143,Hemibismonoacylglycerophosphate,HBMP 60:13
14.218,739.0035,NA,3143,NA,NA
1.428,497.1723,NA,3140,NA,NA
3.96,279.2441,NA,3139,NA,NA
9.204,928.5286,NA,3136,NA,NA
10.187,1183.7596,NA,3129,NA,NA
10.846,945.6884,NA,3128,NA,NA
10.855,832.6198,NA,3126,NA,NA
15.464,844.9488,NA,3123,NA,NA
0.848,391.213,NA,3122,NA,NA
12.882,1173.8391,NA,3120,NA,NA
1.457,645.3041,NA,3115,NA,NA
6.943,858.4456,NA,3113,NA,NA
3.397,664.4207,NA,3110,NA,NA
12.271,1493.9477,NA,3107,NA,NA
4.006,241.2172,NA,3103,NA,NA
11.513,996.6739,NA,3103,NA,NA
10.971,1117.6256,NA,3102,NA,NA
8.466,960.5808,NA,3102,NA,NA
1.646,221.1547,NA,3101,NA,NA
14.248,752.5185,NA,3101,NA,NA
14.511,935.8481,NA,3098,NA,NA
7.098,693.4721,NA,3094,NA,NA
12.198,1012.7738,NA,3092,NA,NA
7.624,648.4817,NA,3090,NA,NA
6.264,311.2957,NA,3089,NA,NA
9.952,732.5752,NA,3083,NA,NA
6.031,837.4901,NA,3081,NA,NA
3.955,615.3374,NA,3079,NA,NA
8.056,1295.0614,NA,3079,NA,NA
3.339,498.1913,NA,3076,NA,NA
9.535,890.5932,NA,3071,NA,NA
1.568,686.331,NA,3066,NA,NA
6.809,643.434,NA,3064,NA,NA
9.108,882.5844,NA,3061,NA,NA
1.414,295.228,NA,3060,NA,NA
3.818,1139.647,NA,3059,NA,NA
9.946,890.6129,NA,3059,NA,NA
9.965,943.6729,NA,3056,NA,NA
2.816,696.3032,NA,3050,NA,NA
13.762,1458.4645,NA,3048,NA,NA
3.812,277.1234,NA,3042,NA,NA
10.202,969.7009,NA,3042,NA,NA
2.496,643.3197,NA,3042,NA,NA
13.868,1421.9443,NA,3042,NA,NA
1.854,253.2172,NA,3041,NA,NA
13.633,1433.9446,NA,3040,NA,NA
9.861,599.5275,NA,3037,NA,NA
4.511,488.3416,NA,3036,NA,NA
2.577,409.2357,409.2361,3035,Lysophosphatidic acid,LPA 16:0
5.383,1131.434,NA,3035,NA,NA
12.89,1422.9039,NA,3034,NA,NA
12.856,1160.8334,NA,3030,NA,NA
7.769,616.5137,NA,3028,NA,NA
7.185,493.3719,NA,3028,NA,NA
5.119,803.5309,NA,3027,NA,NA
5.683,1089.451,NA,3023,NA,NA
0.815,344.1896,NA,3021,NA,NA
3.751,1295.6876,NA,3019,NA,NA
6.528,1046.4884,NA,3019,NA,NA
0.857,228.1606,NA,3018,NA,NA
13.164,749.494,NA,3018,NA,NA
12.096,793.5534,NA,3011,NA,NA
1.773,556.3256,NA,3011,NA,NA
0.781,476.2486,NA,3011,NA,NA
6.532,494.3281,NA,3008,NA,NA
9.211,611.4896,NA,3007,NA,NA
4.528,281.26,NA,3005,NA,NA
9.274,802.5747,NA,3003,NA,NA
9.005,842.5309,NA,2999,NA,NA
16.28,996.821,NA,2999,NA,NA
11.349,740.6215,NA,2996,NA,NA
4.442,316.948,NA,2990,NA,NA
14.947,780.936,NA,2990,NA,NA
8.002,878.5151,NA,2989,NA,NA
1.87,574.3211,NA,2987,NA,NA
3.298,301.2293,NA,2986,NA,NA
2.494,676.304,NA,2984,NA,NA
5.602,1003.4932,NA,2980,NA,NA
14.638,919.7092,NA,2979,NA,NA
10.112,646.5537,NA,2978,NA,NA
6.301,874.5582,NA,2976,NA,NA
9.2,622.5413,NA,2976,NA,NA
12.426,988.7719,NA,2973,NA,NA
7.286,778.5684,NA,2973,NA,NA
3.061,251.202,NA,2971,NA,NA
3.858,719.3554,NA,2964,NA,NA
14.162,978.8472,NA,2957,NA,NA
7.916,802.5149,NA,2951,NA,NA
10.841,1111.6086,NA,2951,NA,NA
1.752,436.2528,NA,2950,NA,NA
3.701,850.5971,NA,2949,NA,NA
1.067,583.2881,NA,2949,NA,NA
4.393,656.3939,NA,2949,NA,NA
7.143,575.4344,NA,2947,NA,NA
2.619,939.6652,NA,2945,NA,NA
6.622,722.4969,722.4978,2939,Phosphatidylcholine,PC 14:0_14:0
10.864,1043.6249,NA,2939,NA,NA
0.968,438.2165,NA,2937,NA,NA
2.663,1015.5984,NA,2936,NA,NA
4.814,813.4707,NA,2933,NA,NA
5.297,827.4864,NA,2918,NA,NA
1.226,215.1656,NA,2917,NA,NA
9.764,705.578,NA,2916,NA,NA
3.455,709.5088,NA,2915,NA,NA
11.218,693.566,NA,2914,NA,NA
1.007,359.2804,NA,2913,NA,NA
11.953,737.6399,NA,2909,NA,NA
0.953,532.2614,NA,2908,NA,NA
11.505,810.682,NA,2907,NA,NA
9.59,849.5972,NA,2906,NA,NA
9.748,740.5642,NA,2904,NA,NA
5.106,975.4598,NA,2901,NA,NA
9.657,955.6274,NA,2896,NA,NA
3.65,807.4123,NA,2894,NA,NA
7.537,700.4926,700.4923,2892,Phosphatidylethanolamine,PE 16:1_17:1
3.652,943.3868,NA,2891,NA,NA
10.606,908.5612,NA,2889,NA,NA
10.198,1161.7343,NA,2888,NA,NA
11.581,984.7407,NA,2887,NA,NA
3.346,312.2544,NA,2885,NA,NA
0.869,288.12,NA,2877,NA,NA
8.751,839.6025,NA,2874,NA,NA
5.781,606.3981,NA,2868,NA,NA
9.249,852.5297,NA,2866,NA,NA
11.801,986.7584,NA,2865,NA,NA
10.761,727.6219,NA,2863,NA,NA
5.741,605.3758,NA,2862,NA,NA
4.421,812.5093,NA,2860,NA,NA
12.049,732.6619,NA,2859,NA,NA
11.591,930.6933,NA,2858,NA,NA
1.83,303.2332,NA,2858,NA,NA
10.239,1498.2029,NA,2853,NA,NA
2.546,1068.7222,NA,2851,NA,NA
4.473,608.1515,NA,2851,NA,NA
5.133,637.9755,NA,2848,NA,NA
10.108,313.0789,NA,2843,NA,NA
12.297,735.6628,NA,2841,NA,NA
1.075,358.2062,NA,2840,NA,NA
5.664,634.4707,NA,2832,NA,NA
1.831,1043.6091,NA,2831,NA,NA
10.058,947.6022,NA,2829,NA,NA
12.062,694.5905,NA,2827,NA,NA
8.453,672.5243,NA,2825,NA,NA
5.332,1199.4199,NA,2825,NA,NA
4.076,552.4033,NA,2821,NA,NA
11.08,624.5942,NA,2820,NA,NA
5.543,901.5444,NA,2820,NA,NA
9.404,1283.7517,NA,2808,NA,NA
11.324,666.5716,NA,2804,NA,NA
3.816,416.3169,NA,2800,NA,NA
11.184,761.5856,NA,2800,NA,NA
2.714,619.3194,NA,2797,NA,NA
11.358,882.7044,NA,2795,NA,NA
14.159,1491.9629,NA,2793,NA,NA
14.512,1101.9061,NA,2790,NA,NA
12.777,1391.8993,NA,2789,NA,NA
7.551,645.4496,NA,2789,NA,NA
6.842,673.5047,NA,2786,NA,NA
7.81,896.6002,NA,2786,NA,NA
3.72,450.2996,NA,2786,NA,NA
3.88,596.3945,NA,2783,NA,NA
6.003,927.5381,NA,2782,NA,NA
7.13,907.5805,NA,2781,NA,NA
4.955,821.4968,NA,2780,NA,NA
14.021,1191.8846,NA,2776,NA,NA
2.909,608.2522,NA,2776,NA,NA
5.653,566.4033,NA,2768,NA,NA
10.196,1261.7776,NA,2768,NA,NA
10.104,602.5286,NA,2762,NA,NA
14.024,1435.9628,NA,2761,NA,NA
10.036,869.6749,NA,2754,NA,NA
10.556,968.6409,NA,2753,NA,NA
3.349,367.1848,NA,2752,NA,NA
8.285,820.5487,NA,2749,NA,NA
4.552,455.2561,NA,2748,NA,NA
4.091,600.2888,NA,2747,NA,NA
6.852,922.483,NA,2744,NA,NA
1.128,689.387,NA,2738,NA,NA
8.79,818.5702,NA,2734,NA,NA
5.672,902.4787,NA,2733,NA,NA
2.574,579.3419,NA,2732,NA,NA
7.696,902.5169,NA,2731,NA,NA
8.411,577.5529,NA,2730,NA,NA
2.295,524.2277,NA,2729,NA,NA
14.617,950.8649,NA,2726,NA,NA
11.657,1077.6687,NA,2725,NA,NA
5.264,490.3209,NA,2724,NA,NA
12.373,1011.7628,1011.7635,2722,Hemibismonoacylglycerophosphate,HBMP 52:2
4.351,545.2923,NA,2722,NA,NA
6.647,864.5329,NA,2722,NA,NA
12.241,1443.9326,NA,2720,NA,NA
9.248,738.5433,NA,2720,NA,NA
0.943,565.2875,NA,2717,NA,NA
12.031,955.7104,NA,2716,NA,NA
10.842,776.6231,NA,2716,NA,NA
6.35,842.555,NA,2715,NA,NA
4.453,377.2725,NA,2714,NA,NA
12.029,900.7143,NA,2714,NA,NA
6.759,922.5444,NA,2714,NA,NA
5.108,373.268,NA,2712,NA,NA
10.562,1074.7539,NA,2711,NA,NA
5.396,729.4707,NA,2710,NA,NA
3.16,803.2847,NA,2709,NA,NA
13.199,846.7552,NA,2701,NA,NA
0.846,281.1763,NA,2700,NA,NA
14.274,1490.0099,NA,2699,NA,NA
4.618,1089.575,NA,2698,NA,NA
3.986,552.368,NA,2697,NA,NA
13.208,1487.9201,NA,2695,NA,NA
11.116,718.6131,NA,2692,NA,NA
1.395,520.2685,NA,2691,NA,NA
13.104,1188.3546,NA,2689,NA,NA
4.621,799.2246,NA,2687,NA,NA
2.788,665.4473,NA,2686,NA,NA
1.723,606.3021,NA,2685,NA,NA
5.515,927.4637,NA,2684,NA,NA
1.097,313.2384,NA,2680,NA,NA
6.175,590.447,NA,2675,NA,NA
2.647,852.9811,NA,2674,NA,NA
5.136,454.4582,NA,2673,NA,NA
3.104,582.3424,NA,2672,NA,NA
10.33,694.5596,NA,2670,NA,NA
13.541,1152.3524,NA,2670,NA,NA
1.342,749.2456,NA,2664,NA,NA
7.484,980.5164,NA,2664,NA,NA
3.16,819.249,NA,2664,NA,NA
1.708,552.3101,NA,2658,NA,NA
5.331,964.4185,NA,2653,NA,NA
13.206,820.7413,NA,2649,NA,NA
1.26,458.3128,NA,2645,NA,NA
9.851,689.5903,NA,2642,NA,NA
8.483,647.4662,NA,2641,NA,NA
6.261,920.4667,NA,2641,NA,NA
0.814,497.2937,NA,2639,NA,NA
2.894,406.2416,NA,2639,NA,NA
6.666,552.4633,NA,2636,NA,NA
1.955,647.3197,NA,2636,NA,NA
14.573,984.896,NA,2635,NA,NA
1.176,455.1018,NA,2634,NA,NA
4.878,825.4725,NA,2632,NA,NA
11.309,826.6324,NA,2628,NA,NA
1.771,718.2893,NA,2627,NA,NA
8.456,684.5568,NA,2626,NA,NA
10.373,1098.7549,NA,2626,NA,NA
8.042,1269.0449,NA,2626,NA,NA
1.931,700.3046,NA,2622,NA,NA
4.106,617.2743,NA,2622,NA,NA
2.016,313.2383,NA,2621,NA,NA
5.827,696.4105,NA,2618,NA,NA
11.554,900.7066,NA,2618,NA,NA
6.853,627.4986,NA,2616,NA,NA
1.106,597.3048,NA,2615,NA,NA
12.97,724.683,NA,2614,NA,NA
9.55,760.5672,NA,2613,NA,NA
1.176,529.2576,NA,2610,NA,NA
9.598,1342.1034,NA,2607,NA,NA
9.302,880.5004,NA,2606,NA,NA
11.751,778.6175,NA,2604,NA,NA
14.672,1403.9956,NA,2600,NA,NA
1,213.1498,NA,2597,NA,NA
4.983,589.3897,NA,2596,NA,NA
12.043,738.6626,NA,2596,NA,NA
2.551,1129.6681,NA,2595,NA,NA
4.801,427.3216,NA,2590,NA,NA
6.303,1017.4664,NA,2588,NA,NA
1.346,755.2646,NA,2585,NA,NA
14.328,932.8204,NA,2584,NA,NA
12.738,760.4864,NA,2582,NA,NA
9.548,1322.0968,NA,2582,NA,NA
2.159,293.2123,NA,2574,NA,NA
6.284,1023.4811,NA,2570,NA,NA
8.379,1494.0808,NA,2569,NA,NA
14.458,1114.9103,NA,2566,NA,NA
13.596,1163.8532,NA,2565,NA,NA
6.534,877.2171,NA,2564,NA,NA
0.877,241.1808,NA,2562,NA,NA
12.051,750.6001,NA,2559,NA,NA
1.091,402.232,NA,2558,NA,NA
5.325,490.3571,NA,2555,NA,NA
11.154,795.5933,NA,2554,NA,NA
4.396,485.3483,NA,2549,NA,NA
11.491,914.6498,NA,2545,NA,NA
4.89,295.2646,NA,2544,NA,NA
12.266,892.7372,NA,2544,NA,NA
7.577,892.4653,NA,2542,NA,NA
1.375,687.2768,NA,2537,NA,NA
4.495,868.3426,NA,2537,NA,NA
9.599,1386.1303,NA,2535,NA,NA
14.279,1059.8597,NA,2535,NA,NA
6.435,903.5617,903.5604,2529,Oxidized phosphatidylinositol,OxPI 18:0_20:3+1O
10.715,886.615,NA,2525,NA,NA
9.314,988.6128,NA,2505,NA,NA
11.882,1054.7825,NA,2503,NA,NA
1.534,570.2115,NA,2501,NA,NA
2.304,456.24,NA,2500,NA,NA
4.999,552.1833,NA,2494,NA,NA
12.21,952.708,NA,2494,NA,NA
4.265,667.3884,NA,2488,NA,NA
5.965,646.4713,NA,2488,NA,NA
10.501,1442.193,NA,2487,NA,NA
10.863,674.5849,NA,2481,NA,NA
10.488,626.5715,NA,2480,NA,NA
9.728,895.6824,NA,2479,NA,NA
3.199,557.3617,NA,2478,NA,NA
4.574,401.2631,NA,2478,NA,NA
11.152,1406.2251,NA,2472,NA,NA
4.958,940.4837,NA,2469,NA,NA
12.764,982.7855,NA,2465,NA,NA
4.385,594.3974,NA,2464,NA,NA
1.876,455.2023,NA,2461,NA,NA
8.795,960.5499,NA,2460,NA,NA
9.696,964.6289,NA,2459,NA,NA
3.462,701.3443,NA,2459,NA,NA
5.414,429.2944,NA,2457,NA,NA
2.329,670.2883,NA,2457,NA,NA
6.219,577.4526,NA,2457,NA,NA
9.619,838.595,NA,2457,NA,NA
7.33,755.522,NA,2454,NA,NA
12.63,1151.8125,NA,2453,NA,NA
0.792,277.1446,NA,2453,NA,NA
7.539,684.5022,NA,2452,NA,NA
5.986,899.5298,NA,2451,NA,NA
2.776,703.3458,NA,2450,NA,NA
5.06,443.2471,NA,2450,NA,NA
1.926,496.3011,NA,2449,NA,NA
5.211,699.3886,NA,2444,NA,NA
11.156,705.6042,NA,2439,NA,NA
7.624,675.5157,NA,2436,NA,NA
10.304,1084.7103,NA,2435,NA,NA
3.86,669.3386,NA,2433,NA,NA
10.418,1351.1719,NA,2433,NA,NA
14.297,1389.9771,NA,2433,NA,NA
7.87,880.3935,NA,2432,NA,NA
4.217,428.3164,NA,2431,NA,NA
9.06,851.5649,NA,2428,NA,NA
7.467,654.5105,NA,2427,NA,NA
7.45,934.5037,NA,2427,NA,NA
6.522,767.4847,NA,2425,NA,NA
10.847,1004.7267,NA,2425,NA,NA
1.758,1067.6099,NA,2425,NA,NA
12.537,1465.9122,NA,2424,NA,NA
13.455,822.7546,NA,2423,NA,NA
16.291,876.8206,NA,2422,NA,NA
14.48,1137.9517,NA,2420,NA,NA
2.875,625.313,NA,2419,NA,NA
9.802,658.5442,NA,2419,NA,NA
10.782,1163.7478,NA,2418,NA,NA
3.247,625.4232,NA,2416,NA,NA
3.252,494.3259,NA,2416,NA,NA
13.928,1019.8408,NA,2415,NA,NA
11.496,1052.7681,NA,2415,NA,NA
13.412,1487.9346,NA,2413,NA,NA
3.874,746.2436,NA,2413,NA,NA
8.295,889.5252,NA,2413,NA,NA
9.687,592.3643,NA,2413,NA,NA
0.941,379.2126,NA,2412,NA,NA
1.357,617.0904,NA,2408,NA,NA
9.894,602.5295,NA,2408,NA,NA
11.307,973.6713,NA,2406,NA,NA
14.286,1053.8839,NA,2406,NA,NA
12.821,1483.9608,NA,2402,NA,NA
10.901,780.3926,NA,2401,NA,NA
10.9,959.6556,NA,2400,NA,NA
5.258,351.2521,NA,2399,NA,NA
9.155,686.574,NA,2397,NA,NA
3.791,766.3079,NA,2396,NA,NA
2.549,584.3213,NA,2394,NA,NA
0.813,654.3787,NA,2392,NA,NA
7.188,729.5051,NA,2391,NA,NA
5.55,633.4371,NA,2389,NA,NA
1.486,477.2484,NA,2389,NA,NA
10.208,878.6393,NA,2388,NA,NA
9.981,1047.62,NA,2387,NA,NA
7.865,879.1731,NA,2387,NA,NA
5.703,646.4728,NA,2386,NA,NA
5.932,944.4662,NA,2385,NA,NA
6.596,712.2936,NA,2385,NA,NA
9.288,950.6095,NA,2381,NA,NA
6.18,991.552,NA,2381,NA,NA
6.66,620.4512,NA,2379,NA,NA
10.457,883.6909,NA,2377,NA,NA
3.587,681.2961,NA,2377,NA,NA
3.895,642.3,NA,2376,NA,NA
10.465,1494.2224,NA,2376,NA,NA
14.265,1085.8765,NA,2375,NA,NA
15.991,794.9498,NA,2374,NA,NA
8.097,642.5195,NA,2374,NA,NA
5.676,1083.4362,NA,2373,NA,NA
13.531,1385.9468,NA,2370,NA,NA
14.335,890.8182,NA,2369,NA,NA
5.221,725.4015,NA,2367,NA,NA
5.238,425.3057,NA,2366,NA,NA
7.991,1428.0049,NA,2361,NA,NA
11.423,714.6077,NA,2360,NA,NA
12.359,747.6609,NA,2358,NA,NA
8.962,784.551,NA,2357,NA,NA
6.215,1356.7614,NA,2355,NA,NA
14.398,1149.9516,NA,2354,NA,NA
0.939,210.0774,NA,2352,NA,NA
2.694,646.363,NA,2347,NA,NA
1.671,421.2279,NA,2346,NA,NA
11.469,976.7394,NA,2346,NA,NA
11.193,1302.2232,NA,2345,NA,NA
7.232,1479.0706,NA,2342,NA,NA
2.675,973.6259,NA,2341,NA,NA
6.962,585.3291,NA,2338,NA,NA
11.738,670.6082,NA,2337,NA,NA
6.099,913.5459,NA,2336,NA,NA
4.263,386.2735,NA,2336,NA,NA
4.858,547.3074,NA,2336,NA,NA
10.564,742.5781,NA,2335,NA,NA
2.152,658.3338,NA,2335,NA,NA
8.148,803.5426,NA,2334,NA,NA
5.054,510.3714,NA,2333,NA,NA
6.047,937.5192,NA,2333,NA,NA
14.792,1345.1391,NA,2324,NA,NA
2.907,563.2717,NA,2324,NA,NA
14.24,876.8019,NA,2323,NA,NA
4.046,662.4392,NA,2321,NA,NA
0.807,351.0745,NA,2321,NA,NA
7.459,730.5473,NA,2319,NA,NA
8.476,635.4895,NA,2316,NA,NA
8.931,766.493,NA,2313,NA,NA
10.82,1383.8742,NA,2313,NA,NA
4.5,501.3195,NA,2312,NA,NA
16.248,646.8551,NA,2311,NA,NA
0.478,425.1247,NA,2310,NA,NA
4.96,427.3215,NA,2306,NA,NA
14.341,974.8754,NA,2304,NA,NA
2.596,926.5946,NA,2301,NA,NA
8.549,713.5118,NA,2301,NA,NA
6.007,381.3371,NA,2297,NA,NA
14.378,1487.9473,NA,2291,NA,NA
3.751,1289.6731,NA,2287,NA,NA
12.053,695.5925,NA,2286,NA,NA
16.286,1064.8074,NA,2285,NA,NA
4.682,341.2701,NA,2284,NA,NA
