RT,mz,Theo mz,Abundance,Lipid Class,Compound Name
9.098,868.6071,868.6073,46218,Phosphatidylcholine,PC 19:0_20:4
0.494,335.0794,NA,46165,NA,NA
11.714,697.6099,NA,46105,NA,NA
6.751,845.5185,NA,46033,NA,NA
10.523,769.6226,NA,45819,NA,NA
13.77,725.4947,NA,45396,NA,NA
4.078,329.2487,NA,45204,NA,NA
6.795,848.5443,NA,45054,NA,NA
0.729,367.1056,NA,45030,NA,NA
14.698,154.9739,NA,44970,NA,NA
10.163,758.5702,758.5705,44734,Phosphatidylethanolamine,PE 19:0_18:1
10.525,899.6472,NA,44589,NA,NA
7.208,845.5183,845.5186,44535,Phosphatidylinositol,PI 19:1_16:2
6.701,798.5289,798.5291,44441,Phosphatidylcholine,PC 14:0_20:4
0.729,545.3156,NA,43808,NA,NA
1.846,524.2781,524.2783,43789,Lysophosphatidylethanolamine,LPE 22:6
7.561,796.5131,NA,43555,NA,NA
8.147,1430.0228,NA,43365,NA,NA
9.649,704.5445,NA,43286,NA,NA
14.193,1401.9794,1401.9806,43014,Cardiolipin,CL 68:3
5.26,815.4867,815.4869,42933,Phosphatidylglycerol,PG 18:3_22:6
10.147,639.5204,NA,42894,NA,NA
14.409,1425.9771,NA,42809,NA,NA
7.76,926.5761,NA,42523,NA,NA
10.718,859.6902,859.691,42241,Sphingomyelin,SM d42:1
0.651,531.3,NA,42234,NA,NA
3.255,554.3465,554.3463,42004,Lysophophatidylcholine,LPC 17:0/0:0
11.091,874.6986,NA,41865,NA,NA
4.213,629.345,NA,41423,NA,NA
4.528,465.3034,NA,41396,NA,NA
13.164,1435.9641,NA,41329,NA,NA
9.107,844.6071,844.6073,41032,Phosphatidylcholine,PC 19:0_18:2
3.24,524.2995,524.2994,40936,Lysophosphatidylserine,LPS 18:0
8.537,824.5442,824.5447,40923,Phosphatidylserine,PS 19:0_20:4
4.117,582.3776,582.3776,40840,Lysophophatidylcholine,LPC 19:0/0:0
11.083,942.6859,NA,40770,NA,NA
12.903,710.4714,NA,40479,NA,NA
10.322,860.6383,860.6386,40261,Phosphatidylcholine,PC 38:1
11.577,706.6349,NA,39998,NA,NA
6.358,734.4763,734.4766,39931,Phosphatidylethanolamine,PE 16:1_20:5
7.199,812.5444,812.5447,39549,Phosphatidylcholine,PC 15:0_20:4
10.19,702.5438,702.5443,39176,Ether-linked phosphatidylethanolamine,EtherPE 18:1e_16:0
11.537,873.7064,873.7066,39171,Sphingomyelin,SM d43:1
7.168,806.4977,806.4978,38791,Phosphatidylserine,PS 16:0_22:6
7.979,1478.0216,NA,38754,NA,NA
8.171,1482.0522,NA,38713,NA,NA
8.472,761.5332,761.5338,38479,Phosphatidylglycerol,PG 35:1
3.826,548.2969,NA,38424,NA,NA
8.241,812.5808,812.5811,38361,Ether-linked phosphatidylcholine,EtherPC 16:0e_20:4
13.756,1399.9646,1399.9649,38270,Cardiolipin,CL 68:4
6.538,745.5022,745.5025,38148,Phosphatidylglycerol,PG 16:1_18:1
9.346,756.5544,756.5549,38053,Phosphatidylethanolamine,PE 19:0_18:2
12.371,696.6512,NA,37901,NA,NA
1.798,612.3305,612.3307,37794,Lysophophatidylcholine,LPC 22:6/0:0
9.633,728.5598,728.56,37719,Ether-linked phosphatidylethanolamine,EtherPE 18:0e_18:2
11.326,656.5751,NA,37627,NA,NA
9.515,882.6225,882.623,37519,Phosphatidylcholine,PC 20:0_20:4
5.923,854.4978,854.4978,37396,Phosphatidylserine,PS 20:4_22:6
7.476,814.5601,814.5604,37251,Phosphatidylcholine,PC 17:1_18:2
10.149,796.5858,796.5862,37239,Phosphatidylethanolamine,PE 40:3
9.267,882.6224,882.623,37171,Phosphatidylcholine,PC 18:0_22:4
1.361,595.289,595.2889,37147,Lysophosphatidylinositol,LPI 18:2
9.348,904.6186,NA,37093,NA,NA
4.479,563.5041,563.5045,36972,Fatty acid ester of hydroxyl fatty acid,FAHFA 18:1_18:0
11.578,774.6225,NA,36960,NA,NA
9.988,846.6227,846.623,36814,Phosphatidylcholine,PC 19:0_18:1
9.632,820.5859,820.5862,36773,Phosphatidylethanolamine,PE 22:1_20:4
10.109,650.5727,NA,36766,NA,NA
8.005,688.4919,688.4923,36601,Phosphatidylethanolamine,PE 16:0_16:1
3.756,508.341,NA,36544,NA,NA
11.096,859.6625,NA,36417,NA,NA
0.798,209.1547,NA,36370,NA,NA
10.901,752.6018,NA,36117,NA,NA
5.514,791.4865,791.4869,36047,Phosphatidylglycerol,PG 16:1_22:6
14.167,1475.9931,NA,35929,NA,NA
2.828,457.2807,NA,35784,NA,NA
0.585,517.284,NA,35770,NA,NA
1.3,568.2682,568.2681,35749,Lysophosphatidylserine,LPS 22:6
3.651,655.4727,655.4732,35676,Fatty acid ester of hydroxyl fatty acid,FAHFA 22:6_22:5
5.824,560.4352,NA,35659,NA,NA
13.726,1447.9623,NA,35611,NA,NA
6.045,769.5021,769.5025,35611,Phosphatidylglycerol,PG 18:2_18:2
11.504,846.6592,NA,35523,NA,NA
7.386,828.5628,828.5625,35511,Phosphatidylinositol,PI 15:0_18:1(d7)
7.477,869.5546,NA,35343,NA,NA
5.339,933.4894,NA,35309,NA,NA
8.653,728.5232,728.5236,35174,Phosphatidylethanolamine,PE 17:0_18:2
10.158,754.5756,754.5756,34647,Ether-linked phosphatidylethanolamine,EtherPE 18:2e_20:1
10.28,914.6549,NA,34561,NA,NA
11.133,758.6067,758.6069,34512,Ether-linked phosphatidylethanolamine,EtherPE 18:0e_20:1
3.808,352.2857,NA,34460,NA,NA
10.714,818.6279,NA,34375,NA,NA
10.034,744.5755,NA,34313,NA,NA
11.17,789.6361,NA,34217,NA,NA
3.939,855.5395,NA,34190,NA,NA
13.305,1445.946,1445.9493,34172,Cardiolipin,CL 72:9
0.702,601.2994,NA,33982,NA,NA
14.409,1430.0106,1430.0119,33889,Cardiolipin,CL 70:3
3.651,395.2203,NA,33737,NA,NA
9.819,894.6283,NA,33657,NA,NA
11.256,698.6299,698.6304,33633,Ceramide alpha-hydroxy fatty acid-dihydrosphingosine,Cer_ADS d41:0
8.86,904.5921,NA,33575,NA,NA
8.508,750.5439,750.5443,33480,Ether-linked phosphatidylethanolamine,EtherPE 16:0e_22:5
7.498,753.5413,753.5417,33453,Phosphatidylserine,PS 15:0_18:1(d7)
5.419,661.4388,NA,33273,NA,NA
10.815,833.6749,833.6753,33118,Sphingomyelin,SM d40:0
7.572,712.4919,712.4923,33106,Phosphatidylethanolamine,PE 16:0_18:3
6.833,793.502,793.5025,33066,Phosphatidylglycerol,PG 16:0_22:6
0.852,515.3043,NA,33063,NA,NA
9.917,612.5568,612.5572,32752,Ceramide non-hydroxyfatty acid-dihydrosphingosine,Cer_NDS d18:0_18:0
11.125,666.6041,NA,32742,NA,NA
6.083,872.5443,872.5447,32726,Phosphatidylcholine,PC 40:9
11.956,682.6351,682.6355,32665,Ceramide non-hydroxyfatty acid-dihydrosphingosine,Cer_NDS d18:0_23:0
10.156,726.6251,726.6253,32600,Ceramide alpha-hydroxy fatty acid-phytospingosine,Cer_AP t18:0_24:1
7.369,788.5444,788.5447,32553,Phosphatidylcholine,PC 15:0_18:2
8.343,824.5444,824.5447,32431,Phosphatidylserine,PS 19:0_20:4
0.586,200.0614,NA,32389,NA,NA
7.493,750.5073,750.5079,32354,Phosphatidylethanolamine,PE 17:1_20:4
5.127,839.4865,839.4869,32321,Phosphatidylglycerol,PG 20:5_22:6
2.151,590.3463,590.3463,32174,Lysophophatidylcholine,LPC 20:3/0:0
10.875,684.6143,684.6148,32098,Ceramide alpha-hydroxy fatty acid-dihydrosphingosine,Cer_ADS d40:0
10.257,814.6409,NA,32024,NA,NA
11.952,750.6226,NA,32009,NA,NA
8.275,904.6069,904.6073,31956,Phosphatidylcholine,PC 20:1_22:6
9.37,788.5444,NA,31926,NA,NA
10.348,780.5911,NA,31868,NA,NA
6.183,922.5597,922.5604,31802,Phosphatidylcholine,PC 22:6_22:6
12.386,764.6386,NA,31767,NA,NA
13.257,1473.9764,NA,31743,NA,NA
7.483,784.5128,784.5134,31714,Phosphatidylserine,PS 16:0_20:3
0.727,162.0259,NA,31623,NA,NA
8.455,728.5232,728.5236,31617,Phosphatidylethanolamine,PE 17:1_18:1
9.23,906.6229,906.623,31614,Phosphatidylcholine,PC 20:0_22:6
7.236,838.5597,838.5604,31593,Phosphatidylcholine,PC 17:1_20:4
11.117,734.5915,NA,31500,NA,NA
10.18,862.656,NA,31290,NA,NA
10.44,680.5753,NA,31216,NA,NA
8.121,1498.0842,NA,31183,NA,NA
7.185,805.5234,NA,31105,NA,NA
9.928,680.5443,NA,31067,NA,NA
5.86,602.4457,NA,31048,NA,NA
9.87,817.6153,NA,30955,NA,NA
2.526,573.3902,573.3903,30950,Lysophophatidylcholine,LPC 18:1/0:0(d7)
14.184,713.4944,NA,30929,NA,NA
13.085,1495.9604,NA,30907,NA,NA
14.379,1425.9756,1425.9806,30864,Cardiolipin,CL 70:5
3.48,277.2174,NA,30790,NA,NA
9.88,677.5446,NA,30737,NA,NA
1.343,291.2001,NA,30709,NA,NA
7.379,918.5477,NA,30685,NA,NA
6.541,426.3411,NA,30655,NA,NA
7.612,847.5344,847.5342,30630,Phosphatidylinositol,PI 17:0_18:2
6.637,734.4763,734.4766,30590,Phosphatidylethanolamine,PE 14:0_22:6
12.849,1443.9306,1443.9336,30483,Cardiolipin,CL 72:10
10.376,754.5756,NA,30442,NA,NA
14.454,1097.9197,NA,30414,NA,NA
13.434,1471.9612,NA,30401,NA,NA
6.296,798.529,798.5291,30325,Phosphatidylcholine,PC 16:1_18:3
8.407,774.5436,774.5443,30239,Ether-linked phosphatidylethanolamine,EtherPE 40:7e
3.681,480.3096,480.3096,30218,Lysophosphatidylethanolamine,LPE 18:0
0.562,596.2301,NA,30182,NA,NA
9.962,718.56,NA,30149,NA,NA
8.808,837.5498,NA,30096,NA,NA
9.932,920.644,NA,30012,NA,NA
1.558,432.2216,NA,30008,NA,NA
0.563,677.2548,NA,29798,NA,NA
7.028,600.4666,NA,29633,NA,NA
0.499,181.9662,NA,29539,NA,NA
13.426,1472.9647,NA,29500,NA,NA
14.041,154.9739,NA,29498,NA,NA
9.383,637.505,NA,29480,NA,NA
8.976,838.56,838.5604,29387,Phosphatidylserine,PS 20:0_20:4
5.626,590.4458,NA,29355,NA,NA
6.492,604.4614,NA,29267,NA,NA
7.101,786.5077,786.5079,29240,Phosphatidylethanolamine,PE 18:2_22:6
9.673,752.5595,752.56,29159,Ether-linked phosphatidylethanolamine,EtherPE 18:1e_20:3
8.16,761.5808,NA,28929,NA,NA
10.109,770.5706,770.5705,28908,Phosphatidylethanolamine,PE 18:0_20:2
0.882,453.286,NA,28876,NA,NA
9.209,915.5967,915.5968,28875,Phosphatidylinositol,PI 40:3
6.44,780.4816,780.4821,28873,Phosphatidylserine,PS 16:0_20:5
14.558,932.8647,NA,28632,NA,NA
8.508,760.5282,NA,28547,NA,NA
1.352,483.3119,NA,28459,NA,NA
11.742,870.704,NA,28429,NA,NA
12.637,1445.9475,1445.9493,28345,Cardiolipin,CL 72:9
0.575,639.2991,NA,28343,NA,NA
11.701,672.5897,NA,28319,NA,NA
9.398,840.5756,840.576,28297,Phosphatidylserine,PS 18:0_22:3
0.656,154.0623,NA,28175,NA,NA
4.113,305.2486,305.2486,28102,Free fatty acid,FA 20:3
10.495,1103.7319,1103.7322,28094,Hemibismonoacylglycerophosphate,HBMP 60:12
9.366,885.5496,885.5499,28058,Phosphatidylinositol,PI 18:0_20:4
7.04,760.4921,NA,28025,NA,NA
13.853,1479.0119,NA,27916,NA,NA
9.565,900.5942,NA,27911,NA,NA
0.579,1067.5317,NA,27864,NA,NA
0.69,366.1092,NA,27842,NA,NA
11.642,712.6458,712.6461,27815,Ceramide alpha-hydroxy fatty acid-dihydrosphingosine,Cer_ADS d42:0
0.625,361.2021,NA,27781,NA,NA
14.242,1423.9611,1423.9649,27746,Cardiolipin,CL 70:6
1.367,501.0995,NA,27737,NA,NA
2.565,1061.6782,NA,27717,NA,NA
2.302,388.2528,NA,27671,NA,NA
9.798,812.5419,NA,27516,NA,NA
6.885,797.5333,797.5338,27510,Phosphatidylglycerol,PG 18:1_20:3
6.721,745.5501,745.5501,27499,Sphingomyelin,SM d34:2
14.413,930.8491,NA,27388,NA,NA
7.66,856.5105,NA,27351,NA,NA
10.674,871.6626,NA,27194,NA,NA
3.818,594.3775,594.3776,27070,Lysophophatidylcholine,LPC 20:1/0:0
3.922,500.208,NA,26953,NA,NA
6.273,784.4918,784.4923,26922,Phosphatidylethanolamine,PE 18:3_22:6
6.442,857.5174,857.5186,26640,Phosphatidylinositol,PI 16:0_20:4
4.096,464.3148,NA,26464,NA,NA
6.229,830.4967,830.4978,26435,Phosphatidylserine,PS 40:8
4.622,601.2792,NA,26428,NA,NA
6.513,916.5317,NA,26368,NA,NA
1.022,499.1713,NA,26319,NA,NA
1.688,621.3042,621.3045,26301,Lysophosphatidylinositol,LPI 20:3
4.61,533.2918,NA,26222,NA,NA
10.328,890.6397,890.6397,26145,Sulfatide,SHexCer d42:1
11.031,677.5449,NA,26100,NA,NA
13.051,736.4868,NA,25979,NA,NA
9.396,1467.8799,NA,25931,NA,NA
9.928,825.6685,NA,25888,NA,NA
0.797,253.1445,NA,25852,NA,NA
8.065,574.532,NA,25838,NA,NA
7.751,821.534,821.5338,25831,Phosphatidylglycerol,PG 18:0_22:6
14.553,958.8803,NA,25742,NA,NA
10.523,798.6017,798.6018,25729,Phosphatidylethanolamine,PE 18:1_22:1
14.301,154.9738,NA,25649,NA,NA
6.723,630.4772,NA,25503,NA,NA
10.108,792.6123,792.6124,25493,Ether-linked phosphatidylcholine,EtherPC 18:0e_16:0
7.158,646.5082,NA,25441,NA,NA
7.204,875.5289,875.5291,25383,Oxidized phosphatidylinositol,OxPI 36:31O
0.802,371.2074,NA,25371,NA,NA
7.493,920.5654,NA,25355,NA,NA
7.335,784.5127,784.5134,25248,Phosphatidylserine,PS 36:3
3.391,277.2174,277.2173,25245,Free fatty acid,FA 18:3
10.114,723.5931,NA,25206,NA,NA
7.203,787.5392,NA,25174,NA,NA
4.49,722.5033,NA,25016,NA,NA
1.576,507.273,507.2728,24993,Lysophosphatidylglycerol,LPG 18:2
8.599,698.5128,698.513,24942,Ether-linked phosphatidylethanolamine,EtherPE 16:1e_18:2
14.587,1486.1639,NA,24882,NA,NA
10.145,154.9739,NA,24879,NA,NA
4.496,737.5657,NA,24803,NA,NA
8.6,1328.0499,NA,24800,NA,NA
5.888,793.5022,793.5025,24774,Phosphatidylglycerol,PG 18:2_20:4
8.407,778.5389,778.5392,24655,Phosphatidylethanolamine,PE 19:1_20:4
5.642,867.5183,867.5182,24595,Phosphatidylglycerol,PG 22:5_22:6
0.85,195.0511,NA,24590,NA,NA
14.184,1480.0254,1480.0275,24579,Cardiolipin,CL 74:6
8.489,673.4811,673.4814,24530,Phosphatidic acid,PA 16:0_18:1
12.614,1469.947,1469.9493,24490,Cardiolipin,CL 74:11
3.842,961.629,NA,24473,NA,NA
7.548,816.5545,NA,24456,NA,NA
1.783,249.1497,NA,24435,NA,NA
1.88,319.2278,NA,24410,NA,NA
2.869,589.2632,NA,24408,NA,NA
3.632,677.3452,NA,24368,NA,NA
1.365,615.0923,NA,24330,NA,NA
9.94,650.5727,NA,24188,NA,NA
8.686,872.5629,NA,24181,NA,NA
3.782,585.3577,NA,24159,NA,NA
8.672,664.3085,NA,24051,NA,NA
6.124,855.5028,855.5029,23929,Phosphatidylinositol,PI 16:1_20:4
1.534,434.2369,NA,23802,NA,NA
10.799,668.5753,NA,23764,NA,NA
0.656,523.2835,NA,23754,NA,NA
3.466,297.2436,NA,23731,NA,NA
9.055,814.5605,NA,23730,NA,NA
6.64,942.5475,NA,23620,NA,NA
9.036,901.5807,901.5812,23608,Phosphatidylinositol,PI 19:0_20:3
11.089,834.6421,NA,23593,NA,NA
10.084,676.5882,NA,23579,NA,NA
10.431,729.6149,NA,23564,NA,NA
12.716,804.4652,NA,23550,NA,NA
6.013,793.5025,793.5025,23371,Phosphatidylglycerol,PG 18:1_20:5
0.579,558.2916,NA,23347,NA,NA
0.576,172.0981,NA,23324,NA,NA
11.588,861.7057,861.7066,23320,Sphingomyelin,SM d42:0
6.28,881.5185,881.5186,23307,Phosphatidylinositol,PI 18:2_20:4
10.41,870.6673,NA,23260,NA,NA
3.818,1003.6727,NA,23229,NA,NA
9.885,790.5965,NA,23188,NA,NA
0.531,151.0264,NA,23157,NA,NA
9.661,756.5757,NA,22947,NA,NA
9.647,688.5882,NA,22924,NA,NA
1.36,311.1688,NA,22920,NA,NA
9.184,840.6125,840.6124,22861,Ether-linked phosphatidylcholine,EtherPC 18:0e_20:4
1.564,538.315,538.315,22771,Lysophophatidylcholine,LPC 16:1/0:0
8.809,736.5286,NA,22675,NA,NA
10.177,830.6286,NA,22539,NA,NA
7.991,744.5624,744.5631,22537,Hexosylceramide non-hydroxyfatty acid-sphingosine,HexCer_NS d18:1_16:0
0.57,642.2718,NA,22497,NA,NA
8.969,584.526,NA,22433,NA,NA
10.426,707.594,NA,22420,NA,NA
10.691,845.6471,NA,22415,NA,NA
7.549,834.5284,834.5291,22267,Phosphatidylserine,PS 18:0_22:6
2.715,917.5333,NA,22185,NA,NA
9.769,718.5389,718.5392,22130,Phosphatidylethanolamine,PE 16:0_18:0
0.507,271.0042,NA,22098,NA,NA
11.31,705.6148,NA,22011,NA,NA
8.133,824.5443,NA,21998,NA,NA
14.183,726.5019,NA,21993,NA,NA
9.96,875.6856,NA,21988,NA,NA
9.658,812.5807,812.5811,21986,Ether-linked phosphatidylcholine,EtherPC 18:4e_18:0
3.122,436.2833,NA,21978,NA,NA
4.475,681.4036,NA,21850,NA,NA
10.797,871.6906,871.691,21816,Sphingomyelin,SM d43:2
8.417,922.5807,NA,21762,NA,NA
14.425,1123.9353,NA,21687,NA,NA
2.683,588.2531,NA,21680,NA,NA
8.015,840.5751,NA,21653,NA,NA
4.983,657.3763,NA,21623,NA,NA
0.769,451.2699,NA,21603,NA,NA
8.707,736.5284,NA,21568,NA,NA
0.655,200.1295,NA,21563,NA,NA
8.072,749.5812,749.5814,21560,Sphingomyelin,SM d34:0
10.862,877.7011,NA,21554,NA,NA
11.088,796.6283,NA,21553,NA,NA
13.136,1469.949,NA,21441,NA,NA
14.397,701.4947,NA,21436,NA,NA
13.034,1469.9457,1469.9493,21341,Cardiolipin,CL 74:11
10.028,724.5708,NA,21255,NA,NA
1.369,544.2684,544.2681,21226,Lysophosphatidylserine,LPS 20:4
11.096,881.6834,NA,21205,NA,NA
10.312,846.6673,NA,21051,NA,NA
3.79,653.3451,NA,20987,NA,NA
0.608,195.0512,NA,20889,NA,NA
1.637,386.237,NA,20851,NA,NA
5.148,815.4866,815.4869,20845,Phosphatidylglycerol,PG 18:3_22:6
4.375,394.3329,NA,20773,NA,NA
5.302,309.28,309.2799,20670,Free fatty acid,FA 20:1
1.917,621.3039,621.3045,20655,Lysophosphatidylinositol,LPI 20:3
14.399,956.8646,NA,20636,NA,NA
0.656,577.3386,NA,20617,NA,NA
9.764,842.5911,842.5917,20537,Phosphatidylserine,PS 18:1_22:1
8.788,892.6074,892.6073,20528,Phosphatidylcholine,PC 19:0_22:6
13.004,1470.9488,NA,20491,NA,NA
0.515,286.9781,NA,20470,NA,NA
0.564,164.0719,NA,20458,NA,NA
0.856,488.2376,NA,20287,NA,NA
9.418,1159.7196,NA,20280,NA,NA
8.094,643.5256,NA,20217,NA,NA
0.497,242.08,NA,20095,NA,NA
11.215,927.678,NA,20074,NA,NA
0.579,215.0734,NA,20036,NA,NA
11.487,873.6789,NA,19989,NA,NA
8.046,848.5445,NA,19852,NA,NA
0.489,243.0627,NA,19850,NA,NA
3.164,667.3074,NA,19828,NA,NA
14.011,1478.0097,NA,19825,NA,NA
2.663,478.2937,478.2939,19698,Lysophosphatidylethanolamine,LPE 18:1
0.855,679.3698,NA,19675,NA,NA
7.512,902.5912,902.5917,19638,Phosphatidylcholine,PC 20:2_22:6
9.71,1185.7351,NA,19560,NA,NA
0.479,321.0443,NA,19540,NA,NA
0.671,582.2509,NA,19478,NA,NA
9.098,810.5273,NA,19439,NA,NA
4.101,481.2991,NA,19354,NA,NA
8.092,568.4944,NA,19343,NA,NA
12.437,154.9739,NA,19328,NA,NA
3.651,283.2432,NA,19321,NA,NA
9.169,789.6126,NA,19309,NA,NA
4.469,311.1687,NA,19128,NA,NA
7.78,878.5915,878.5917,19082,Phosphatidylcholine,PC 18:1_22:5
10.485,756.591,NA,19068,NA,NA
0.583,1027.5601,NA,19068,NA,NA
5.903,843.5181,843.5182,19053,Phosphatidylglycerol,PG 20:3_22:6
3.917,325.1843,NA,19037,NA,NA
10.195,889.6732,NA,19011,NA,NA
0.489,572.2431,NA,18984,NA,NA
4.339,331.2643,331.2643,18982,Free fatty acid,FA 22:4
3.918,311.1689,NA,18979,NA,NA
6.961,862.5598,862.5604,18881,Phosphatidylcholine,PC 17:1_22:6
4.471,174.9561,NA,18870,NA,NA
14.391,701.9963,NA,18860,NA,NA
8.519,724.5281,724.5287,18843,Ether-linked phosphatidylethanolamine,EtherPE 16:0e_20:4
10.492,1129.7474,1129.7478,18800,Hemibismonoacylglycerophosphate,HBMP 62:13
0.492,377.0862,NA,18751,NA,NA
10.755,637.5888,NA,18627,NA,NA
10.915,858.6673,NA,18583,NA,NA
7.179,893.5547,NA,18505,NA,NA
0.61,561.3101,NA,18484,NA,NA
4.469,325.1841,NA,18463,NA,NA
2.069,362.2371,NA,18438,NA,NA
0.492,588.2173,NA,18414,NA,NA
3.162,1199.6466,NA,18389,NA,NA
7.747,720.4972,720.4974,18388,Ether-linked phosphatidylethanolamine,EtherPE 16:1e_20:5
10.778,640.5877,NA,18355,NA,NA
3.651,463.2077,NA,18294,NA,NA
14.24,1095.9045,NA,18285,NA,NA
4.303,305.2486,NA,18285,NA,NA
6.745,608.246,NA,18236,NA,NA
7.519,799.549,NA,18182,NA,NA
5.671,953.4769,NA,18152,NA,NA
3.831,983.6084,NA,18083,NA,NA
9.608,662.5726,NA,18082,NA,NA
10.143,683.5274,NA,18027,NA,NA
8.164,1480.0375,NA,17962,NA,NA
2.696,609.2578,NA,17913,NA,NA
8.349,842.5911,842.5917,17873,Phosphatidylcholine,PC 37:3
4.951,762.5345,NA,17853,NA,NA
8.074,760.5128,NA,17846,NA,NA
0.709,203.0649,NA,17841,NA,NA
5.369,590.4458,NA,17787,NA,NA
1.329,586.3149,586.315,17739,Lysophophatidylcholine,LPC 20:5/0:0
10.06,885.6315,NA,17735,NA,NA
8.515,1452.8574,NA,17698,NA,NA
11.929,154.9739,NA,17670,NA,NA
10.063,849.6699,NA,17659,NA,NA
8.445,788.5806,788.5811,17653,Ether-linked phosphatidylcholine,EtherPC 16:0e_18:2
8.437,702.5077,702.5079,17647,Phosphatidylethanolamine,PE 16:0_17:1
0.585,291.0896,NA,17569,NA,NA
0.573,580.2562,NA,17543,NA,NA
10.487,848.6172,848.6175,17529,Phosphatidylethanolamine,PE 24:1_20:4
7.736,782.6377,782.6379,17449,Sphingomyelin,SM d18:1_18:1(d9)
6.85,900.5755,900.576,17439,Phosphatidylcholine,PC 20:3_22:6
9.973,911.6469,NA,17438,NA,NA
9.623,730.5608,NA,17388,NA,NA
3.341,462.2986,NA,17352,NA,NA
6.416,845.5335,845.5338,17343,Phosphatidylglycerol,PG 20:2_22:6
4.393,174.9562,NA,17337,NA,NA
3.623,627.3293,NA,17286,NA,NA
10.792,695.5937,NA,17182,NA,NA
6.302,887.5056,NA,17176,NA,NA
5.803,607.4211,NA,17116,NA,NA
10.14,709.5431,NA,17109,NA,NA
11.064,154.9739,NA,17104,NA,NA
9.956,527.4468,NA,17091,NA,NA
9.149,790.6148,NA,17084,NA,NA
7.327,815.5312,815.5315,17001,Glucuronosyldiacylglycerol,GlcADG 38:6
0.779,244.1375,NA,16998,NA,NA
4.482,686.5685,NA,16932,NA,NA
10.491,655.563,NA,16909,NA,NA
0.543,214.0488,NA,16878,NA,NA
9.425,1261.8148,1261.8154,16860,Ganglioside GM3,GM3 d42:2
10.494,628.5439,NA,16857,NA,NA
10.797,708.5758,NA,16848,NA,NA
9.662,816.6203,NA,16833,NA,NA
5.003,683.392,NA,16825,NA,NA
3.23,473.2833,NA,16822,NA,NA
5.957,822.5287,822.5291,16821,Phosphatidylcholine,PC 18:2_18:4
5.672,885.4898,NA,16810,NA,NA
11.387,995.6652,NA,16809,NA,NA
11.265,646.6139,646.6144,16809,Ceramide non-hydroxyfatty acid-dihydrosphingosine,Cer_NDS d16:0_26:2
11.953,720.6506,720.6511,16773,Ceramide non-hydroxyfatty acid-dihydrosphingosine,Cer_NDS d44:2
10.159,846.563,NA,16773,NA,NA
14.186,1154.8778,NA,16768,NA,NA
0.674,464.3018,NA,16761,NA,NA
13.529,1497.9764,NA,16707,NA,NA
1.734,325.1844,NA,16703,NA,NA
1.281,643.2888,643.2889,16681,Lysophosphatidylinositol,LPI 22:6
3.927,804.5417,NA,16677,NA,NA
9.444,1277.8099,NA,16665,NA,NA
8.325,946.5789,NA,16657,NA,NA
4.111,355.2642,NA,16652,NA,NA
0.883,257.1759,NA,16649,NA,NA
13.806,1449.9753,1449.9806,16612,Cardiolipin,CL 72:7
9.808,816.5756,816.576,16594,Phosphatidylserine,PS 38:1
9.583,600.5126,NA,16545,NA,NA
0.579,189.0577,NA,16516,NA,NA
0.812,424.2008,NA,16475,NA,NA
1.099,277.1845,NA,16469,NA,NA
6.297,955.4923,NA,16439,NA,NA
8.397,799.5491,NA,16436,NA,NA
6.567,594.4347,NA,16432,NA,NA
9.39,311.1687,NA,16404,NA,NA
7.176,890.5549,NA,16377,NA,NA
9.392,325.1843,NA,16358,NA,NA
9.352,674.5126,674.513,16343,Ether-linked phosphatidylethanolamine,EtherPE 16:1e_16:0
11.311,620.5985,620.5987,16321,Ceramide non-hydroxyfatty acid-sphingosine,Cer_NS d18:1_22:0
8.513,872.6014,872.6022,16311,Oxidized phosphatidylcholine,OxPC 18:0_20:3+1O
7.379,790.5396,NA,16292,NA,NA
8.401,709.5516,709.5519,16250,Phosphatidylethanolamine,PE 15:0_18:1(d7)
8.52,842.5913,842.5917,16246,Phosphatidylcholine,PC 37:3
3.928,401.2908,NA,16218,NA,NA
0.492,452.1192,NA,16145,NA,NA
3.906,339.2001,NA,16141,NA,NA
3.397,301.2172,NA,16127,NA,NA
4.618,550.282,NA,16069,NA,NA
2.12,476.2781,476.2783,16041,Lysophosphatidylethanolamine,LPE 18:2
10.482,726.6254,726.6253,16012,Ceramide alpha-hydroxy fatty acid-phytospingosine,Cer_AP t42:1
10.199,796.5472,NA,15927,NA,NA
3.761,342.2472,NA,15923,NA,NA
7.637,1465.0751,NA,15918,NA,NA
13.838,1177.8708,NA,15904,NA,NA
12.048,733.6462,NA,15880,NA,NA
3.904,487.3274,NA,15862,NA,NA
11.762,678.6405,NA,15846,NA,NA
1.282,285.2073,NA,15836,NA,NA
8.543,875.5655,875.5655,15830,Phosphatidylinositol,PI 19:0_18:2
0.687,489.3223,NA,15829,NA,NA
4.382,477.3043,NA,15817,NA,NA
6.761,828.4794,NA,15806,NA,NA
0.621,459.2197,NA,15804,NA,NA
7.243,780.5173,NA,15664,NA,NA
9.815,826.6409,826.6414,15660,Hexosylceramide non-hydroxyfatty acid-sphingosine,HexCer_NS d40:2
11.208,766.6171,NA,15631,NA,NA
13.551,1437.9864,NA,15630,NA,NA
9.061,762.5653,762.5654,15582,Ether-linked phosphatidylcholine,EtherPC 16:1e_16:0
4.436,623.3496,NA,15570,NA,NA
8.769,901.5813,NA,15565,NA,NA
