"","Lipid","sig_FDR","diffexpressed","FC","p_val","log_p","delabel","label","log_FC","q_val","my_color"
"386","8.09_1241.3658",FALSE,"NO",1.366380474,0.052352945,1.28105888301523,NA,NA,0.450359263659561,0.153353129555723,"no"
"387","7.506_780.4929",FALSE,"NO",8.87361e-07,0.05243337,1.28039222839405,NA,NA,-20.1039755168941,0.153357751353383,"no"
"388","9.397_591.5593",FALSE,"NO",1.240884924,0.052533162,1.27956645798572,NA,NA,0.311369330397867,0.153418919054054,"no"
"389","8.85_773.5937",FALSE,"NO",1.322201798,0.052766254,1.27764373631132,NA,NA,0.402942381653458,0.15386861173913,"no"
"390","10.896_174.1409",FALSE,"NO",0.669477935,0.053053647,1.27528475657819,NA,NA,-0.578891587643463,0.154352719546131,"no"
"391","7.575_835.5386",FALSE,"NO",1.2744e-08,0.053201293,1.27407781251809,NA,NA,-26.225606587123,0.154352719546131,"no"
"392","7.066_763.5152",FALSE,"NO",0.726913431,0.053277323,1.27345760507529,NA,NA,-0.460144532810593,0.154352719546131,"no"
"393","6.37_851.2432",FALSE,"NO",1.386267129,0.053280129,1.27343473233775,NA,NA,0.471205286731932,0.154352719546131,"no"
"394","8.378_817.1509",FALSE,"NO",1.80629e-06,0.053329063,1.27303604687224,NA,NA,-19.0785390331087,0.154352719546131,"no"
"395","7.365_865.4402",FALSE,"NO",1.098120392,0.053598014,1.27085130218821,NA,NA,0.135036232321122,0.154779432203264,"no"
"396","7.866_1474.997",FALSE,"NO",1.864534143,0.053635649,1.27054645997653,NA,NA,0.898815215714814,0.154779432203264,"no"
"397","8.098_772.2051",FALSE,"NO",2.42373e-06,0.053875188,1.26861120133757,NA,NA,-18.6543395756934,0.155240356533333,"no"
"398","8.168_767.5447",FALSE,"NO",0.595931824,0.05487821,1.26060006274957,NA,NA,-0.746780802460058,0.157511071191176,"no"
"399","7.459_1182.8176",FALSE,"NO",1.10615e-06,0.054921482,1.26025775228491,NA,NA,-19.7860215331343,0.157511071191176,"no"
"400","6.688_882.5259",FALSE,"NO",0.699319564,0.05498301,1.25977148874485,NA,NA,-0.515976228636979,0.157511071191176,"no"
"401","10.989_1464.2246",FALSE,"NO",1.213703017,0.05506786,1.2591018003709,NA,NA,0.279415449339192,0.157511071191176,"no"
"402","7.094_761.1941",FALSE,"NO",1.085005054,0.055068138,1.25909960792033,NA,NA,0.117701762820681,0.157511071191176,"no"
"403","7.23_769.5623",FALSE,"NO",1.262229951,0.055279831,1.25743329334514,NA,NA,0.335974762100771,0.157884392503671,"no"
"404","7.156_806.3828",FALSE,"NO",1.622673834,0.055534045,1.25544069214603,NA,NA,0.698373039713447,0.157975341835994,"no"
"405","7.215_1125.5102",FALSE,"NO",0.415025796,0.055720752,1.25398303102685,NA,NA,-1.2687270846816,0.157975341835994,"no"
"406","6.649_855.5811",FALSE,"NO",3.07885e-07,0.055730666,1.25390576694924,NA,NA,-21.6311050824825,0.157975341835994,"no"
"407","10.897_160.1255",FALSE,"NO",0.669939933,0.055856651,1.25292510687027,NA,NA,-0.577896345955477,0.157975341835994,"no"
"408","6.265_779.547",FALSE,"NO",1.298188591,0.055945344,1.25223605139208,NA,NA,0.376499982363777,0.157975341835994,"no"
"409","10.242_663.5801",FALSE,"NO",8.0805e-07,0.055961445,1.25211107996605,NA,NA,-20.2390520983134,0.157975341835994,"no"
"410","7.655_1171.8345",FALSE,"NO",1.229706601,0.056075155,1.25122951728933,NA,NA,0.298314140137952,0.158066922427536,"no"
"411","5.854_446.3389",FALSE,"NO",1.169510623,0.056316188,1.24936674993474,NA,NA,0.225904966162179,0.158516621794501,"no"
"412","7.493_853.56",FALSE,"NO",7.24585e-07,0.056682186,1.24655340914034,NA,NA,-20.3963417240698,0.159046629682997,"no"
"413","8.57_786.1329",FALSE,"NO",5.62995e-08,0.056711353,1.24632999134168,NA,NA,-24.0823026494173,0.159046629682997,"no"
"414","8.087_833.6567",FALSE,"NO",1.11458046,0.0567498,1.24603566469078,NA,NA,0.15650076648828,0.159046629682997,"no"
"415","8.57_785.5942",FALSE,"NO",1.067298116,0.056834368,1.24538896501108,NA,NA,0.0939632037191561,0.159054454330935,"no"
"416","5.416_492.3432",FALSE,"NO",0.891255784,0.057079554,1.24351942897182,NA,NA,-0.166088560614383,0.159511109956897,"no"
"417","7.542_765.8374",FALSE,"NO",9.00902e-07,0.057493028,1.2403848176532,NA,NA,-20.0821264858127,0.160392491146132,"no"
"418","9.311_963.5774",FALSE,"NO",1.635036171,0.057559876,1.23988015032566,NA,NA,0.709322552020058,0.160392491146132,"no"
"419","8.084_1273.3783",FALSE,"NO",1.22516e-07,0.057932587,1.23707707749544,NA,NA,-22.9605264936505,0.161200116902718,"no"
"420","7.783_818.047",FALSE,"NO",7.94164e-07,0.058233632,1.23482612233629,NA,NA,-20.2640597002248,0.161806306057143,"no"
"421","6.807_781.26",FALSE,"NO",2.14319e-06,0.058332826,1.23408698317094,NA,NA,-18.8318088145468,0.161850708373752,"no"
"422","7.819_992.495",FALSE,"NO",0.612308078,0.058573706,1.23229729698225,NA,NA,-0.707670378619573,0.162287547250712,"no"
"423","10.896_130.0782",FALSE,"NO",0.687636291,0.058780174,1.23076913267089,NA,NA,-0.540282407744308,0.162627935177809,"no"
"424","7.724_753.3192",FALSE,"NO",1.49631e-06,0.05899789,1.22916352018401,NA,NA,-19.3501594708826,0.162990224758865,"no"
"425","9.02_799.6095",FALSE,"NO",1.189995039,0.059078719,1.22856893003684,NA,NA,0.250955559058415,0.162990224758865,"no"
"426","7.37_1178.2531",FALSE,"NO",0.815357546,0.059462923,1.22575374613059,NA,NA,-0.294495254285788,0.163764108695346,"no"
"427","5.613_796.1537",FALSE,"NO",3.439519139,0.059569114,1.22497885932322,NA,NA,1.78220688345308,0.163764108695346,"no"
"428","7.467_731.5471",FALSE,"NO",1.427042739,0.059662281,1.22430014677053,NA,NA,0.513028543236952,0.163764108695346,"no"
"429","7.155_809.8442",FALSE,"NO",1.38439e-06,0.059696017,1.22405464462653,NA,NA,-19.4623181438311,0.163764108695346,"no"
"430","8.629_683.5489",FALSE,"NO",1.247271956,0.059814154,1.22319603546397,NA,NA,0.31877606564501,0.16385708384507,"no"
"431","10.239_877.1331",FALSE,"NO",1.323546321,0.060455143,1.21856674721825,NA,NA,0.404408686641079,0.164959740441176,"no"
"432","7.393_739.5155",FALSE,"NO",1.420970894,0.060491688,1.21830429648361,NA,NA,0.506877003903767,0.164959740441176,"no"
"433","7.477_927.5893",FALSE,"NO",5.711388632,0.060555915,1.21784342929391,NA,NA,2.51384155626,0.164959740441176,"no"
"434","7.65_886.5574",FALSE,"NO",1.110489596,0.060659894,1.21709835293164,NA,NA,0.151195876568354,0.165011879482517,"no"
"435","7.897_742.0988",FALSE,"NO",2.72548e-06,0.061551819,1.21075910812682,NA,NA,-18.4850582357148,0.167204312786313,"no"
"436","6.936_756.439",FALSE,"NO",2.19815e-06,0.061838565,1.20874059702978,NA,NA,-18.7952787313208,0.167558155271588,"no"
"437","7.869_827.4675",FALSE,"NO",1.204916574,0.061854373,1.20862959106099,NA,NA,0.268933260610368,0.167558155271588,"no"
"438","7.451_782.0392",FALSE,"NO",3.232425178,0.062018223,1.20748068170318,NA,NA,1.69261697588931,0.16776835011822,"no"
"439","6.954_386.355",FALSE,"NO",0.896085416,0.062190995,1.20627249480968,NA,NA,-0.158291836526088,0.168002062881944,"no"
"440","8.562_789.6696",FALSE,"NO",1.214023316,0.062361124,1.20508606566731,NA,NA,0.279796129628648,0.168227997475728,"no"
"441","8.459_899.5648",FALSE,"NO",1.472414524,0.062450565,1.20446362814217,NA,NA,0.558183885749736,0.168235940339335,"no"
"442","7.577_1119.4789",FALSE,"NO",0.452786928,0.062688826,1.20280986330023,NA,NA,-1.14309578685405,0.168411279792818,"no"
"443","8.083_913.5347",FALSE,"NO",1.309077404,0.063026651,1.20047576904226,NA,NA,0.388550404437791,0.168540826714678,"no"
"444","7.866_759.4794",FALSE,"NO",1.156112272,0.063170315,1.19948695748238,NA,NA,0.209281507174734,0.168540826714678,"no"
"445","7.47_835.5367",FALSE,"NO",1.287249792,0.063415819,1.1978023943664,NA,NA,0.364292037017799,0.168964065691781,"no"
"446","10.895_268.2192",FALSE,"NO",0.65981013,0.063601343,1.19653371373317,NA,NA,-0.599877167259487,0.169193042876526,"no"
"447","7.158_806.9606",FALSE,"NO",1.4365828,0.063835848,1.19493536804406,NA,NA,0.522641147556698,0.169193042876526,"no"
"448","8.65_604.5431",FALSE,"NO",1.413552274,0.063927256,1.19431393673044,NA,NA,0.499325235872375,0.169193042876526,"no"
"449","9.967_743.62",FALSE,"NO",1.483594972,0.063955408,1.19412272616179,NA,NA,0.569097283574376,0.169193042876526,"no"
"450","10.126_565.5434",FALSE,"NO",1.126005077,0.063989448,1.19389163622235,NA,NA,0.171213332343729,0.169193042876526,"no"
"451","7.415_808.4284",FALSE,"NO",0.798549269,0.06411068,1.19306961667918,NA,NA,-0.32454667291251,0.169193042876526,"no"
"452","7.371_782.249",FALSE,"NO",1.70078e-07,0.064209646,1.19239972442505,NA,NA,-22.487300127229,0.16922460903794,"no"
"453","9.313_810.0937",FALSE,"NO",1.874620845,0.064892169,1.18780770944445,NA,NA,0.906598830087307,0.170651329932432,"no"
"454","8.546_905.5996",FALSE,"NO",1.404704118,0.06492647,1.18757820872737,NA,NA,0.490266278170133,0.170651329932432,"no"
"455","6.095_607.458",FALSE,"NO",1.137287993,0.065116254,1.18631059144077,NA,NA,0.185597631065821,0.170901065977089,"no"
"456","9.404_665.572",FALSE,"NO",1.255903897,0.065197219,1.18577092878821,NA,NA,0.328726072011312,0.170901065977089,"no"
"457","8.414_811.2244",FALSE,"NO",4.29872e-07,0.065286333,1.18517772414465,NA,NA,-21.1495895217357,0.170904330666218,"no"
"458","8.574_657.5332",FALSE,"NO",0.085625861,0.065578301,1.18323983920497,NA,NA,-3.54580959990401,0.171130565320427,"no"
"459","6.184_835.5157",FALSE,"NO",0.690972937,0.065798808,1.18178197391965,NA,NA,-0.533298888500288,0.171130565320427,"no"
"460","8.61_768.4855",FALSE,"NO",7.76838e-07,0.065863124,1.18135767380958,NA,NA,-20.2958828905004,0.171130565320427,"no"
"461","8.462_1300.9339",FALSE,"NO",1.080514268,0.065897326,1.18113220797057,NA,NA,0.111718122856315,0.171130565320427,"no"
"462","5.882_426.4173",FALSE,"NO",1.27156e-06,0.065900665,1.18111020294206,NA,NA,-19.5849690304891,0.171130565320427,"no"
"463","8.109_767.4855",FALSE,"NO",0.739248939,0.066246028,1.17884015617449,NA,NA,-0.435867827154596,0.171798032613333,"no"
"464","10.016_1304.9676",FALSE,"NO",1.431808229,0.067008659,1.17386907322552,NA,NA,0.517838276402636,0.173432639388298,"no"
"465","8.157_833.9777",FALSE,"NO",5.29716e-07,0.067054676,1.17357093160524,NA,NA,-20.8482775785099,0.173432639388298,"no"
"466","7.479_808.3515",FALSE,"NO",1.1347e-06,0.067468687,1.17089774151513,NA,NA,-19.7492576512985,0.174220248554377,"no"
"467","6.179_1162.6995",FALSE,"NO",0.914007508,0.067538338,1.17044963079433,NA,NA,-0.129722078717936,0.174220248554377,"no"
"468","7.228_807.1453",FALSE,"NO",1.64759e-07,0.067832184,1.16856419968452,NA,NA,-22.5331393892621,0.174515341111111,"no"
"469","8.222_1198.834",FALSE,"NO",0.832677507,0.068253218,1.16587686770558,NA,NA,-0.264170241717632,0.175366590501982,"no"
"470","10.987_1332.0494",FALSE,"NO",1.288150777,0.068730913,1.16284788702025,NA,NA,0.365301469616434,0.176128624222661,"no"
"471","8.545_1005.5209",FALSE,"NO",1.192707139,0.069047963,1.16084912911879,NA,NA,0.25423984271443,0.176590401662286,"no"
"472","7.499_810.1707",FALSE,"NO",9.03748e-07,0.069092697,1.16056785451024,NA,NA,-20.0775761148374,0.176590401662286,"no"
"473","7.542_412.2591",FALSE,"NO",0.950852673,0.069559371,1.15764435381803,NA,NA,-0.0727062705183879,0.177317138394495,"no"
"474","6.797_790.0299",FALSE,"NO",2.180412218,0.069950628,1.15520838216271,NA,NA,1.12460090960992,0.17764853511658,"no"
"475","7.7_689.4992",FALSE,"NO",1.612515904,0.070021002,1.15477167877582,NA,NA,0.689313389688624,0.17764853511658,"no"
"476","9.919_693.627",FALSE,"NO",1.460550655,0.070181524,1.15377720526276,NA,NA,0.546512394764149,0.17764853511658,"no"
"477","9.509_839.5422",FALSE,"NO",1.29349743,0.070183982,1.15376199503245,NA,NA,0.371277187590541,0.17764853511658,"no"
"478","8.56_805.07",FALSE,"NO",1.328814762,0.070332902,1.15284146282852,NA,NA,0.410140005614836,0.17764853511658,"no"
"479","7.81_1042.4951",FALSE,"NO",1.220713957,0.070437416,1.15219658452653,NA,NA,0.287725181354433,0.17764853511658,"no"
"480","10.898_127.0548",FALSE,"NO",0.689160046,0.070486054,1.15189680173166,NA,NA,-0.537089031032729,0.17764853511658,"no"
"481","7.435_721.5058",FALSE,"NO",1.200350781,0.070511398,1.15174067466253,NA,NA,0.263456069214618,0.17764853511658,"no"
"482","8.392_807.0694",FALSE,"NO",0.938859672,0.070795224,1.14999603977363,NA,NA,-0.0910185553669081,0.178132872807245,"no"
"483","7.753_784.3333",FALSE,"NO",1.76333943,0.07131373,1.14682684757891,NA,NA,0.8183102096799,0.179205691020672,"no"
"484","8.796_842.4649",FALSE,"NO",2.935490685,0.071852647,1.14355722813771,NA,NA,1.55360167868362,0.180326965696774,"no"
"485","10.894_187.1481",FALSE,"NO",0.781458826,0.072017735,1.14256054156609,NA,NA,-0.355758233294513,0.180481981981982,"no"
"486","7.845_763.6123",FALSE,"NO",1.201536477,0.072411716,1.1401911605639,NA,NA,0.264880447375964,0.18102929,"no"
"487","8.156_706.484",FALSE,"NO",1.045358067,0.073019632,1.13656036011229,NA,NA,0.0639971939833359,0.182314742284981,"no"
"488","7.57_859.611",FALSE,"NO",1.136187218,0.074022349,1.13063713726913,NA,NA,0.184200577999177,0.184581370262821,"no"
"489","9.862_755.6287",FALSE,"NO",0.918084507,0.074299546,1.12901383994464,NA,NA,-0.123301139267279,0.185035361037132,"no"
"490","10.762_591.6684",FALSE,"NO",0.470956167,0.074584078,1.12735387460197,NA,NA,-1.08633530382738,0.185206817289541,"no"
"491","7.915_885.5473",FALSE,"NO",1.120659087,0.074654059,1.12694657436389,NA,NA,0.164347466103526,0.185206817289541,"no"
"492","8.314_1249.7973",FALSE,"NO",2.197647681,0.075053281,1.1246303175573,NA,NA,1.13596011712633,0.185960040184713,"no"
"493","9.619_628.5042",FALSE,"NO",1.188954677,0.075330559,1.12302880981798,NA,NA,0.249693720538905,0.186409589382952,"no"
"494","7.698_1173.3015",FALSE,"NO",1.202265204,0.076487104,1.11641178228113,NA,NA,0.26575517083554,0.189031025768742,"no"
"495","7.372_1213.2428",FALSE,"NO",0.838556674,0.076924388,1.11393595025477,NA,NA,-0.254019803005085,0.189629828466413,"no"
"496","8.388_817.1208",FALSE,"NO",9.64008e-07,0.077059175,1.11317564488006,NA,NA,-19.984451545233,0.18972163971519,"no"
"497","8.308_897.4807",FALSE,"NO",1.131589052,0.077180216,1.11249401032699,NA,NA,0.178350123997994,0.189779418609355,"no"
"498","5.616_775.2248",FALSE,"NO",1.633683974,0.077322441,1.11169444414042,NA,NA,0.708128930094076,0.189889075435606,"no"
"499","8.668_628.447",FALSE,"NO",1.286579502,0.077432458,1.11107695436306,NA,NA,0.36354060872139,0.189919458776797,"no"
"500","8.063_652.447",FALSE,"NO",1.40024003,0.078428766,1.10552461813548,NA,NA,0.485674156033341,0.192120843664987,"no"
"501","10.871_910.2498",FALSE,"NO",1.246108949,0.078843814,1.10323237527172,NA,NA,0.317430210665744,0.192547678795483,"no"
"502","8.715_706.4842",FALSE,"NO",1.064119527,0.079080347,1.10193143369505,NA,NA,0.0896602103551642,0.1927459585401,"no"
"503","5.463_429.7975",FALSE,"NO",0.770200042,0.079716427,1.09845217521188,NA,NA,-0.376694893080443,0.19401375,"no"
"504","9.801_579.5595",FALSE,"NO",1.214797566,0.079930503,1.09728745402078,NA,NA,0.280715922999598,0.19408842488764,"no"
"505","10.895_132.094",FALSE,"NO",0.722231646,0.080267285,1.09546142656427,NA,NA,-0.469466458695235,0.194385276409938,"no"
"506","8.302_827.6042",FALSE,"NO",1.245773844,0.080281134,1.09538650157488,NA,NA,0.317042187339808,0.194385276409938,"no"
"507","8.307_1033.4574",FALSE,"NO",1.096856684,0.080452187,1.09446214560942,NA,NA,0.133375034592817,0.194385276409938,"no"
"508","10.843_936.7235",FALSE,"NO",0.906724131,0.080452518,1.09446035881924,NA,NA,-0.141264414449619,0.194385276409938,"no"
"509","7.893_719.5488",FALSE,"NO",1.149260764,0.080614836,1.09358502519232,NA,NA,0.20070617852948,0.194535801513648,"no"
"510","8.932_633.5331",FALSE,"NO",0.539539224,0.080910831,1.09199333835456,NA,NA,-0.890200248773187,0.194827884152228,"no"
"511","7.157_809.797",FALSE,"NO",4.73112e-07,0.080936211,1.09185713081064,NA,NA,-21.0113149104198,0.194827884152228,"no"
"512","8.084_1340.3585",FALSE,"NO",3.681832052,0.081152928,1.09069580619754,NA,NA,1.8804238191721,0.194857558631319,"no"
"513","8.628_851.4994",FALSE,"NO",1.235803511,0.081189398,1.09050067877253,NA,NA,0.305449377351977,0.194857558631319,"no"
"514","8.183_663.3079",FALSE,"NO",2.90186e-06,0.08124909,1.09018149447452,NA,NA,-18.3945906509456,0.194857558631319,"no"
"515","7.752_813.5629",FALSE,"NO",3.91308e-07,0.081695305,1.08780290149919,NA,NA,-21.285192058848,0.195500179766298,"no"
"516","8.628_660.5509",FALSE,"NO",1.191922303,0.08171807,1.08768189899319,NA,NA,0.25329019491922,0.195500179766298,"no"
"517","6.809_787.5263",FALSE,"NO",9.84489e-07,0.082279766,1.08470695208977,NA,NA,-19.9541215776724,0.196407897218137,"no"
"518","7.416_1495.0605",FALSE,"NO",2.449109671,0.082400434,1.08407050088409,NA,NA,1.29225737915514,0.196407897218137,"no"
"519","7.452_409.7553",FALSE,"NO",0.828568304,0.082564819,1.08320496683083,NA,NA,-0.2713074622804,0.196490716987805,"no"
"520","6.669_899.4661",FALSE,"NO",1.328299186,0.082641832,1.08280006396336,NA,NA,0.40958013579947,0.196490716987805,"no"
"521","9.504_986.2485",FALSE,"NO",1.123963911,0.082752321,1.08221981648449,NA,NA,0.168595713265958,0.196490716987805,"no"
"522","9.352_547.4965",FALSE,"NO",1.359657178,0.082839274,1.08176371590094,NA,NA,0.443242938279755,0.196490716987805,"no"
"523","8.398_1186.358",FALSE,"NO",1.173831512,0.083296063,1.0793755250972,NA,NA,0.2312253435021,0.19713542300729,"no"
"524","8.305_749.5943",FALSE,"NO",1.577693193,0.083355423,1.07906614025876,NA,NA,0.657816678119012,0.19713542300729,"no"
"525","6.804_779.5472",FALSE,"NO",0.735269728,0.083415143,1.07875510134835,NA,NA,-0.443654506348381,0.19713542300729,"no"
"526","6.5_753.5309",FALSE,"NO",1.265231311,0.083678112,1.07738812720089,NA,NA,0.339401164149636,0.197516902718447,"no"
"527","8.083_1260.3759",FALSE,"NO",1.396460052,0.083922771,1.07612018484618,NA,NA,0.481774303581468,0.197579774248798,"no"
"528","8.617_768.1041",FALSE,"NO",2.51066e-07,0.084141105,1.07499178882186,NA,NA,-21.9254299958275,0.197579774248798,"no"
"529","8.087_834.9897",FALSE,"NO",5.168085601,0.084204114,1.07466668945223,NA,NA,2.36962996614551,0.197579774248798,"no"
"530","8.387_1148.3392",FALSE,"NO",1.353994105,0.084315039,1.07409495476802,NA,NA,0.437221457741728,0.197579774248798,"no"
"531","9.916_1211.026",FALSE,"NO",1.668327424,0.084388622,1.07371610474545,NA,NA,0.738402458221635,0.197579774248798,"no"
"532","8.312_791.5471",FALSE,"NO",1.419360482,0.0844242,1.07353304602843,NA,NA,0.505241044328924,0.197579774248798,"no"
"533","7.622_758.4575",FALSE,"NO",2.28026e-08,0.084517415,1.07305379449246,NA,NA,-25.386226426233,0.197579774248798,"no"
"534","8.374_847.6094",FALSE,"NO",1.281228158,0.08558007,1.06762736262188,NA,NA,0.357527410187895,0.199382574263473,"no"
"535","7.161_1366.8031",FALSE,"NO",2.495587007,0.085588112,1.06758655367964,NA,NA,1.31937920333018,0.199382574263473,"no"
"536","9.171_312.2667",FALSE,"NO",1.299227816,0.085596118,1.06754593122716,NA,NA,0.377654425548034,0.199382574263473,"no"
"537","8.305_954.4585",FALSE,"NO",1.150616692,0.085862555,1.06619619242435,NA,NA,0.202407304668134,0.199736492398568,"no"
"538","9.715_760.6465",FALSE,"NO",1.412687673,0.08600824,1.0654599392785,NA,NA,0.498442539684259,0.199736492398568,"no"
"539","7.915_716.5826",FALSE,"NO",1.167506519,0.086056134,1.06521816813238,NA,NA,0.223430605526127,0.199736492398568,"no"
"540","7.406_724.6074",FALSE,"NO",1.125959046,0.086466186,1.06315369721364,NA,NA,0.171154353877102,0.20028869047619,"no"
"541","8.116_1456.0087",FALSE,"NO",2.950678457,0.086693711,1.06201240629613,NA,NA,1.56104671515617,0.200408794501188,"no"
"542","7.276_905.5201",FALSE,"NO",2.71648e-07,0.086757946,1.06169073848617,NA,NA,-21.8117582389608,0.200408794501188,"no"
"543","7.378_763.4932",FALSE,"NO",1.14928e-07,0.087656985,1.05721347117215,NA,NA,-23.0527663384646,0.202004878023669,"no"
"544","8.773_805.5625",FALSE,"NO",1.397576307,0.087760474,1.05670103977441,NA,NA,0.482927055680316,0.202004878023669,"no"
"545","6.912_861.5023",FALSE,"NO",1.259764012,0.088079116,1.05512705278118,NA,NA,0.333153503087177,0.202474063695395,"no"
"546","10.896_172.1252",FALSE,"NO",0.634206548,0.08817251,1.05466679600444,NA,NA,-0.656975321957815,0.202474063695395,"no"
"547","7.289_634.4576",FALSE,"NO",1.165432263,0.088470413,1.05320194533844,NA,NA,0.220865154896748,0.202918576987028,"no"
"548","7.871_753.4656",FALSE,"NO",1.20302521,0.088883955,1.05117662917451,NA,NA,0.266666875232941,0.203626964045936,"no"
"549","10.895_176.158",FALSE,"NO",0.683691321,0.089143182,1.0499118676654,NA,NA,-0.548582983486842,0.203980575282353,"no"
"550","8.342_823.5318",FALSE,"NO",0.867094753,0.089555685,1.04790683990135,NA,NA,-0.205738440293871,0.204683674882491,"no"
"551","8.085_1049.5139",FALSE,"NO",1.537854295,0.090427149,1.04370116144108,NA,NA,0.620918820699766,0.206432869489437,"no"
"552","10.565_788.6771",FALSE,"NO",1.469182554,0.090693293,1.04242482893541,NA,NA,0.555013669813354,0.206797719677608,"no"
"553","10.896_134.111",FALSE,"NO",0.6542401,0.090973512,1.04108503918195,NA,NA,-0.612107906395814,0.207146221857477,"no"
"554","7.021_901.5683",FALSE,"NO",1.04937e-07,0.091162877,1.04018197741983,NA,NA,-23.1839732131337,0.207146221857477,"no"
"555","8.09_844.5847",FALSE,"NO",1.521890969,0.091165638,1.0401688243805,NA,NA,0.605865005282036,0.207146221857477,"no"
"556","8.437_814.0316",FALSE,"NO",7.65764e-07,0.092627531,1.03325991197547,NA,NA,-20.3165968262254,0.21022234281797,"no"
"557","8.803_855.4978",FALSE,"NO",1.222542476,0.092915942,1.03190976578411,NA,NA,0.289884591026172,0.210313008130081,"no"
"558","10.979_746.727",FALSE,"NO",1.19043039,0.092978987,1.03161518973722,NA,NA,0.251483261987561,0.210313008130081,"no"
"559","8.301_728.5008",FALSE,"NO",1.859947514,0.093264142,1.03028530078589,NA,NA,0.89526191038691,0.210366176355736,"no"
"560","10.895_212.1565",FALSE,"NO",0.67000692,0.093339851,1.02993289672202,NA,NA,-0.577752098722733,0.210366176355736,"no"
"561","10.897_162.1425",FALSE,"NO",0.638777336,0.093564235,1.02889012893743,NA,NA,-0.646614968457023,0.210476739832564,"no"
"562","8.569_791.2899",FALSE,"NO",1.296001897,0.093650689,1.02848902311739,NA,NA,0.374067829943594,0.210476739832564,"no"
"563","8.58_808.6429",FALSE,"NO",4.448870816,0.093713551,1.0281976054942,NA,NA,2.15343920689265,0.210476739832564,"no"
"564","7.441_1209.3113",FALSE,"NO",2.29993e-07,0.094422608,1.02492400830673,NA,NA,-22.05190671182,0.211824651164937,"no"
"565","6.961_713.4999",FALSE,"NO",1.607041463,0.094935029,1.02257351260492,NA,NA,0.684407152219473,0.212538104579977,"no"
"566","7.631_759.5314",FALSE,"NO",2.60039e-08,0.094959184,1.02246302600186,NA,NA,-25.1966967478177,0.212538104579977,"no"
"567","7.334_1227.3181",FALSE,"NO",0.674884142,0.095244533,1.02115994327516,NA,NA,-0.567288240291944,0.212721975625,"no"
"568","8.265_678.4628",FALSE,"NO",1.501964258,0.095369441,1.02059076293888,NA,NA,0.586850481680623,0.212721975625,"no"
"569","7.698_1173.8047",FALSE,"NO",0.836172823,0.09570203,1.01907885001367,NA,NA,-0.258126940718758,0.212975341361556,"no"
"570","10.895_118.0783",FALSE,"NO",0.677746038,0.096318668,1.01628953194433,NA,NA,-0.561183320574961,0.214102639154286,"no"
"571","8.655_822.6325",FALSE,"NO",1.540485518,0.097356324,1.01163583264832,NA,NA,0.623385119762666,0.216162157739726,"no"
"572","7.465_799.5712",FALSE,"NO",1.17915365,0.097558432,1.01073518846511,NA,NA,0.237751721413527,0.216363911334093,"no"
"573","7.538_786.1202",FALSE,"NO",6.66655e-07,0.0977517,1.00987568105026,NA,NA,-20.5165563174295,0.216545622437358,"no"
"574","9.181_630.4628",FALSE,"NO",1.290166803,0.097929645,1.0090858198309,NA,NA,0.367557600767856,0.216693014249147,"no"
"575","9.31_867.5506",FALSE,"NO",1.201559694,0.098332966,1.00730086109205,NA,NA,0.264908323955495,0.216873357052154,"no"
"576","8.607_767.605",FALSE,"NO",1.490734517,0.098345656,1.00724481842786,NA,NA,0.576023352785349,0.216873357052154,"no"
"577","8.086_1110.4989",FALSE,"NO",1.240943849,0.099076784,1.00402809891423,NA,NA,0.311437836981581,0.217866705332957,"no"
"578","8.095_809.533",FALSE,"NO",3.564568402,0.099143524,1.00373564840692,NA,NA,1.83372740570455,0.217866705332957,"no"
"579","8.083_853.0691",FALSE,"NO",1.285997856,0.099244165,1.00329501789277,NA,NA,0.362888237424223,0.217866705332957,"no"
"580","7.191_781.5622",FALSE,"NO",1.166642984,0.099598663,1.001746491452,NA,NA,0.222363135154268,0.218398421121759,"no"
"581","7.166_806.3001",FALSE,"NO",3.67733e-07,0.100172075,0.999253330002383,NA,NA,-21.374838015818,0.219194943820225,"no"
"582","8.394_1247.3509",FALSE,"NO",1.378052414,0.100216131,0.999062367885551,NA,NA,0.462630761757594,0.219194943820225,"no"
"583","8.061_811.5363",FALSE,"NO",1.309554993,0.101013557,0.995620335770048,NA,NA,0.389076644997796,0.220506586268238,"no"
"584","7.633_757.563",FALSE,"NO",1.019525504,0.101730574,0.992548505051752,NA,NA,0.0278978656282726,0.221718497709966,"no"
"585","7.74_713.5958",FALSE,"NO",1.494370936,0.101796719,0.992266219476255,NA,NA,0.579538301476849,0.221718497709966,"no"
"586","7.461_1169.3209",FALSE,"NO",1.299275251,0.102003889,0.991383270012172,NA,NA,0.377707097596139,0.221882122905028,"no"
"587","6.823_970.7231",FALSE,"NO",1.08716519,0.102336899,0.989967747101958,NA,NA,0.120571168228274,0.222148737226562,"no"
"588","7.845_681.5334",FALSE,"NO",1.355968905,0.102600726,0.988849566157162,NA,NA,0.439324095054889,0.222473146120401,"no"
"589","9.166_592.5069",FALSE,"NO",1.2524521,0.103797177,0.983814457951861,NA,NA,0.324755428638924,0.224512009138889,"no"
"590","6.918_687.4851",FALSE,"NO",1.732333473,0.103887305,0.983437519866308,NA,NA,0.792716674599687,0.224512009138889,"no"
